antibody_id,combined_net_charge,vh_vl_thermal_balance,vl_charge_separation,vl_surface_polar_fraction,vh_charge_separation,vh_positive_charge_clustering,vl_negative_charge_clustering,vh_avg_local_entropy,cdr_entropy_std,vh_most_frequent_aa_fraction,vh_charge_ratio,vh_helix_formers_propensity,vl_surface_charge_density,vh_turn_formers_propensity,vl_entropy_normalized,vl_avg_local_entropy,vl_sequence_entropy,cdr_total_net_charge,vh_stabilizing_LEWV_count,vh_entropy_variation,vl_flexible_residues_count,cdr_h2_hydrophobicity_mean,vh_sheet_formers_propensity,vl_unfolding_resistance,cdr_global_charge_density,vl_thermal_stability_score,vh_vl_hydrophobic_balance,cdr_h2_net_charge,vh_vhh_fr1_thermal_score,cdr_h3_hydrophobicity_mean,vh_sheet_formers_count,vl_thermal_stability_sum,vh_surface_polar_fraction,vh_net_charge,vl_motif_risk,vl_turn_formers_propensity,vh_thermolabile_DN_count,predicted_thermal_stability,vh_negative_charge_clustering,combined_risk_score,vh_flexibility_ratio,vh_thermal_stability_std,vh_charge_density
GDPa1-018,0.5,0.0045950155763239,35.43434343434343,0.5233644859813084,36.82857142857143,1.0714285714285714,0.8532695374800637,2.809121743450252,0.175332595346903,0.1333333333333333,1.2727272727272727,0.2583333333333333,0.1869158878504672,0.2916666666666667,0.8902101673703664,2.721591054621558,3.847424332712368,-4.5,0.0,0.2443553218703089,39.0,-0.975,0.3166666666666666,0.3177570093457944,-0.0833333333333333,-0.0962616822429906,0.0313862928348909,-2.0,-0.13,-0.5384615384615387,38.0,-10.3,0.4833333333333333,2.5,0.1514150943396226,0.3457943925233644,0.0,0.7028602024922119,0.9310344827586208,2.4996449934685074,5.125,0.4603591593045103,0.0208333333333333
GDPa1-019,5.5,0.0054916196802347,39.92857142857143,0.514018691588785,39.871428571428574,1.1349206349206349,0.8337662337662338,2.819530126063959,0.1843686141650897,0.1157024793388429,1.2727272727272727,0.2809917355371901,0.1588785046728972,0.2644628099173554,0.9276837514188924,2.755076414779686,4.009382468427815,-0.5,0.0,0.2415492339892461,37.0,-1.8875,0.3057851239669421,0.3271028037383178,-0.0092592592592592,-0.0831775700934579,0.0182281609639298,0.5,-0.1166666666666666,-0.3076923076923076,37.0,-8.9,0.4793388429752066,3.0,0.3028301886792453,0.308411214953271,1.0,0.7173854947091991,1.0083333333333333,2.644710204351904,5.714285714285714,0.4551791225487632,0.024793388429752
GDPa1-020,1.5,0.039430894308943,37.15,0.4907407407407407,39.16346153846154,0.9872909698996656,0.8836363636363638,2.7823000685032526,0.2012778073367294,0.1219512195121951,1.4444444444444444,0.3008130081300813,0.1666666666666666,0.3089430894308943,0.9173966466388545,2.718351854428287,3.96492234126392,4.5,0.0,0.2535851093961078,40.0,1.6,0.2845528455284553,0.3148148148148148,0.0833333333333333,-0.1166666666666666,0.0636856368563685,0.0,-0.1466666666666666,0.1692307692307691,35.0,-12.6,0.4634146341463415,4.0,0.302803738317757,0.3425925925925926,0.0,0.7131170957542909,1.0982142857142858,3.176267976419152,4.555555555555555,0.4686623428075557,0.032520325203252
GDPa1-021,4.0,0.0213559599934415,39.31428571428572,0.514018691588785,36.42424242424242,1.0795454545454546,0.8337662337662338,2.8265410472023804,0.4008390517180173,0.1228070175438596,1.1,0.2719298245614035,0.1588785046728972,0.2807017543859649,0.9168294101864776,2.7410607642761047,3.962470786103947,-2.0,0.0,0.2368158421279405,38.0,-1.25,0.2982456140350877,0.322429906542056,-0.037037037037037,-0.0906542056074766,0.0272175766519101,-2.0,-0.05,0.0615384615384614,34.0,-9.7,0.4824561403508772,1.5,0.1514150943396226,0.2990654205607476,1.0,0.7141586735530415,1.034013605442177,2.045319244373359,5.571428571428571,0.4632318189277347,0.0131578947368421
GDPa1-022,5.0,0.0239283231636672,38.263888888888886,0.5046728971962616,39.02,1.0858974358974358,0.8434684684684685,2.784017235429301,0.1603847954320637,0.1157024793388429,1.3636363636363635,0.256198347107438,0.1588785046728972,0.2727272727272727,0.9232837404390388,2.728275738752655,3.990365937356173,-2.0,0.0,0.2566013680370491,38.0,-1.25,0.3388429752066115,0.322429906542056,-0.037037037037037,-0.0925233644859813,0.0182281609639298,-1.0,-0.0566666666666666,-0.4153846153846154,41.0,-9.900000000000002,0.4628099173553719,4.5,0.1514150943396226,0.2990654205607476,0.0,0.7127712983702789,0.9307692307692308,2.259380206945934,5.714285714285714,0.4686948747268805,0.0371900826446281
GDPa1-023,1.5,0.0271635893929033,39.60714285714285,0.514018691588785,36.474747474747474,1.1410018552875694,0.8337662337662338,2.780910762428276,0.1890653302067817,0.1138211382113821,1.1,0.2439024390243902,0.1401869158878504,0.2764227642276423,0.9197120673191342,2.749454195387516,3.974929422953504,-1.5,1.0,0.2629492999568753,39.0,-0.8999999999999999,0.3414634146341463,0.3177570093457944,-0.0277777777777777,-0.0775700934579439,0.0204391763543804,-1.0,-0.0933333333333333,-1.2923076923076924,42.0,-8.300000000000002,0.4227642276422764,1.0,0.4542587601078167,0.3177570093457944,0.0,0.7339286528379303,0.9265536723163842,2.2618732428262405,4.1,0.4730757315299265,0.008130081300813
GDPa1-024,5.0,0.0126595082477435,37.65277777777778,0.4814814814814814,40.708333333333336,1.101851851851852,0.84375,2.8249410720853514,0.3580103730056622,0.1512605042016806,1.3333333333333333,0.2521008403361344,0.1574074074074074,0.3109243697478991,0.8940813280009212,2.71966172876744,3.864155210601385,1.0,0.0,0.2266682693230643,38.0,-0.7875,0.3277310924369748,0.324074074074074,0.0185185185185185,-0.0824074074074074,0.0070806100217865,-1.0,-0.1133333333333333,-1.2692307692307696,39.0,-8.9,0.4621848739495798,4.0,0.3028169634985012,0.3148148148148148,0.0,0.7282446311858077,0.9214601769911503,2.7368041127071834,4.1,0.4689617751258623,0.0336134453781512
GDPa1-025,6.5,0.0679592636114375,30.575,0.4504504504504504,37.58441558441559,1.0890151515151516,1.4095238095238094,2.826978448599717,0.1367836029262424,0.1304347826086956,1.375,0.2608695652173913,0.1171171171171171,0.2782608695652174,0.9006110183214687,2.6486937874848566,3.892376062648673,-1.0,0.0,0.222811939540888,48.0,0.1124999999999999,0.3130434782608696,0.2837837837837837,-0.0185185185185185,-0.1288288288288288,0.0340775558166862,0.0,-0.0533333333333333,-0.123076923076923,36.0,-14.3,0.4695652173913043,4.0,0.3027272727272727,0.3963963963963964,0.0,0.7012475518997259,0.9956709956709956,2.875579244289539,5.0,0.4588635588009394,0.0347826086956521
GDPa1-026,2.0,0.0230280373831775,34.75454545454546,0.5046728971962616,35.75,1.0809748427672956,0.9927835051546392,2.878745794453776,0.3366323162891856,0.104,1.0909090909090908,0.272,0.1962616822429906,0.28,0.9410645148510002,2.8296260576633205,4.067213165836083,-2.5,1.0,0.2619548422280295,33.0,-1.2625000000000002,0.336,0.3457943925233645,-0.0462962962962962,-0.0710280373831775,0.0209345794392523,0.0,-0.0866666666666666,-0.953846153846154,42.0,-7.600000000000001,0.432,1.5,0.1514150943396226,0.2710280373831775,1.0,0.7463383177570093,1.0044642857142856,2.222929381257284,4.333333333333333,0.4720338970879104,0.012
GDPa1-027,5.5,0.0111882114455013,35.375,0.490566037735849,38.09090909090909,1.1,0.976958525345622,2.663630550128605,0.2799056621980305,0.1570247933884297,1.5714285714285714,0.1900826446280991,0.1415094339622641,0.3553719008264462,0.9052704860745246,2.7417633948838995,3.912513947237827,0.0,0.0,0.246106680183303,37.0,-0.4875,0.3223140495867768,0.3254716981132075,0.0,-0.0764150943396226,0.0385934819897084,1.0,-0.1366666666666666,-0.3999999999999999,39.0,-8.100000000000003,0.4545454545454545,4.5,0.1514285714285714,0.320754716981132,0.0,0.7225881022922189,0.933641975308642,2.8340960328541733,3.5384615384615383,0.4787328743127522,0.0371900826446281
GDPa1-028,-2.0,0.0178678916521463,40.15,0.4859813084112149,37.1,1.0501618122977348,0.8434684684684685,2.8379460049291194,0.2745009694918334,0.1186440677966101,0.75,0.2796610169491525,0.1682242990654205,0.2288135593220339,0.9240220756484524,2.7545761851922657,3.993556969041183,-4.0,0.0,0.2967973956383234,35.0,-1.1875,0.288135593220339,0.3364485981308411,-0.074074074074074,-0.0719626168224299,0.007761761444638,-3.0,-0.06,-1.0461538461538462,34.0,-7.7,0.5084745762711864,-3.5,0.1514150943396226,0.2710280373831775,0.0,0.7296746792333281,1.0012121212121212,2.4104655130113666,4.111111111111111,0.4632950940318479,0.0296610169491525
GDPa1-029,8.5,0.0078092824330746,40.63636363636363,0.4953271028037383,36.07142857142857,1.084865629420085,0.8180428134556574,2.7939093076814125,0.433030714866588,0.1271186440677966,1.2727272727272727,0.288135593220339,0.1588785046728972,0.2627118644067797,0.9027692111303798,2.720382537228666,3.90170361678369,3.5,0.0,0.2521230792511091,36.0,-0.1374999999999999,0.3050847457627119,0.3317757009345794,0.0648148148148148,-0.0616822429906542,0.0015840329478852,1.0,-0.0533333333333333,-0.8461538461538463,36.0,-6.6,0.5,3.5,0.1514150943396226,0.2897196261682243,0.0,0.7281435133850784,1.0114285714285716,3.092215762273021,4.875,0.4417815386526278,0.0296610169491525
GDPa1-030,0.0,0.0793010752688172,32.63265306122449,0.4504504504504504,35.18181818181818,1.1964912280701754,1.4415584415584417,2.8683393339688834,0.3310758496318668,0.1209677419354838,1.0,0.25,0.1261261261261261,0.282258064516129,0.8916679102522426,2.6846430918970112,3.853724592628671,-4.5,1.0,0.2564154813232896,45.0,-1.1749999999999998,0.3387096774193548,0.2972972972972972,-0.0833333333333333,-0.1333333333333333,0.0442458587619877,-2.0,-0.06,-1.1307692307692303,42.0,-14.800000000000002,0.4435483870967742,0.5,0.1513636363636363,0.3873873873873873,1.0,0.7147171970357454,0.9717868338557994,1.8329802593991764,4.333333333333333,0.4725359166325925,0.0040322580645161
GDPa1-031,-3.5,0.0473781473781473,38.125,0.4774774774774775,30.857142857142858,1.6774193548387095,0.8538461538461538,2.721465814692605,0.2171489512595299,0.1025641025641025,1.125,0.2564102564102564,0.1891891891891892,0.2735042735042735,0.9460897332358984,2.805492874184591,4.08893179835672,-5.0,0.0,0.2009357981429961,34.0,-0.525,0.3247863247863248,0.3468468468468468,-0.0925925925925925,-0.1072072072072072,0.0157080157080156,0.0,-0.08,-0.7692307692307693,38.0,-11.900000000000002,0.452991452991453,2.0,0.6054920767306088,0.3063063063063063,0.0,0.7293214368214369,1.1661129568106312,3.625007460956192,4.0,0.4748476731119148,0.017094017094017
GDPa1-032,8.0,0.0306227967097532,30.88571428571429,0.4774774774774775,32.175,1.0733333333333333,2.0683229813664594,2.8984637670061484,0.315469968463113,0.1217391304347826,1.6666666666666667,0.2695652173913043,0.1531531531531531,0.2956521739130435,0.9147690380433068,2.7633722708419115,3.953566005852455,2.0,1.0,0.2842886651374511,39.0,-1.6750000000000005,0.3130434782608696,0.3243243243243243,0.037037037037037,-0.1054054054054054,0.0250685468076772,1.0,-0.06,-1.1076923076923075,36.0,-11.7,0.4782608695652174,5.5,0.3027272727272727,0.3333333333333333,2.0,0.7115575793184489,0.9675480769230768,3.465145512398333,6.5,0.4680846222752741,0.0478260869565217
GDPa1-033,5.0,0.0239042861746696,39.46875,0.4766355140186916,38.88095238095238,1.085034013605442,0.8434684684684685,2.7772725580286206,0.295511226248308,0.1120689655172413,1.5,0.2758620689655172,0.1495327102803738,0.2413793103448276,0.9247965862881032,2.787623321327056,3.9969043483344784,0.0,0.0,0.2796484051418223,36.0,-0.4625,0.3189655172413793,0.3317757009345794,0.0,-0.0747663551401869,0.0246535610699323,0.0,-0.0533333333333333,-0.7384615384615386,37.0,-8.000000000000002,0.4827586206896552,5.0,0.3028301886792453,0.308411214953271,0.0,0.7367525378665807,0.9942857142857146,2.559728325794943,5.571428571428571,0.4446028234617973,0.043103448275862
GDPa1-034,4.5,0.013511259382819,35.1,0.4220183486238532,37.81818181818182,1.139717425431711,1.0380952380952382,2.8004721100211496,0.3524883268821494,0.1157024793388429,1.0833333333333333,0.2727272727272727,0.1192660550458715,0.2479338842975206,0.903193324678212,2.7044092822683723,3.903536605041488,-0.5,0.0,0.2536932801153582,41.0,0.0,0.3223140495867768,0.3119266055045872,-0.0092592592592592,-0.0862385321100917,0.0318447190840852,1.0,-0.05,-0.8384615384615386,39.0,-9.4,0.4545454545454545,2.0,0.3027777777777777,0.3211009174311927,0.0,0.7287129426036849,1.0091743119266054,2.482154186536735,4.875,0.4653266869843537,0.0165289256198347
GDPa1-035,-3.0,0.0090193704600484,36.48333333333333,0.4732142857142857,41.3,1.1178947368421053,0.8542372881355932,2.7242082357079846,0.1959913503531355,0.1271186440677966,0.7142857142857143,0.2457627118644068,0.1964285714285714,0.2711864406779661,0.9286837438134578,2.815995067206182,4.013704363652561,-1.5,1.0,0.2971193065699727,35.0,-0.9375,0.2966101694915254,0.34375,-0.0277777777777777,-0.0892857142857142,0.0323849878934624,-1.0,-0.0733333333333333,-0.8230769230769232,35.0,-10.0,0.4830508474576271,-3.5,0.1513513513513513,0.3214285714285714,0.0,0.7124235774818403,0.923076923076923,2.0926545194350306,5.5,0.4706618223216054,0.0296610169491525
GDPa1-036,2.0,0.0121915820029027,36.4375,0.4811320754716981,43.21296296296296,1.1056701030927836,0.9867021276595744,2.77511325408816,0.2526045634595626,0.1196581196581196,1.2,0.2735042735042735,0.1509433962264151,0.2564102564102564,0.902243312637932,2.7123517196127853,3.899430721314121,-5.0,0.0,0.2423147285829305,36.0,0.1499999999999999,0.3162393162393162,0.330188679245283,-0.0925925925925925,-0.0660377358490566,0.0125786163522012,0.0,-0.0533333333333333,-0.0230769230769231,37.0,-7.000000000000002,0.4871794871794871,2.0,0.3028571428571428,0.3113207547169811,0.0,0.7386568698597,1.0097087378640777,1.9608769776752288,5.428571428571429,0.457144324690046,0.017094017094017
GDPa1-037,-4.5,0.0220573032048442,39.55769230769231,0.4774774774774775,37.8,1.1553030303030305,0.8538461538461538,2.845015451018872,0.4206838700162679,0.1147540983606557,1.0,0.2459016393442623,0.1891891891891892,0.2786885245901639,0.9341609688829504,2.781002236938173,4.037376536562423,-6.5,0.0,0.2612256799881558,37.0,-0.8625,0.3278688524590163,0.3333333333333333,-0.1203703703703703,-0.0900900900900901,0.0120366267907251,0.0,-0.0733333333333333,-0.3769230769230769,40.0,-10.000000000000004,0.4754098360655737,1.0,0.3027397831526272,0.3153153153153153,1.0,0.7230309407768425,1.0073394495412844,2.8618713087159025,5.125,0.4618683357632972,0.0081967213114754
GDPa1-038,5.0,0.0435026412027631,37.29166666666666,0.4579439252336448,38.26495726495727,1.0722610722610724,0.8434684684684685,2.8366252056649834,0.4218626855470282,0.1130434782608695,1.3,0.2956521739130435,0.1588785046728972,0.2521739130434782,0.8906239422163993,2.7361425815532137,3.849212637844395,0.0,0.0,0.2498967281102272,37.0,2.0,0.3304347826086956,0.3271028037383178,0.0,-0.0878504672897196,0.0313693620479479,-1.0,-0.1166666666666666,-0.6307692307692307,38.0,-9.4,0.4608695652173913,4.0,0.302843665768194,0.3271028037383177,0.0,0.7378750507923608,1.012101210121012,2.5854937557092867,4.25,0.4703728963553373,0.0347826086956521
