antibody_id,vh_hydrophobic_surface_area,vh_hydrophobic_ratio,vh_hydrophobic_density,vh_max_hydrophobic_patch,vh_hydrophobic_clustering,vl_hydrophobic_surface_area,vl_hydrophobic_ratio,vl_hydrophobic_density,vl_max_hydrophobic_patch,vl_hydrophobic_clustering,vh_surface_curvature_mean,vh_surface_curvature_std,vh_surface_curvature_max,vh_surface_curvature_min,vh_high_curvature_regions,vl_surface_curvature_mean,vl_surface_curvature_std,vl_surface_curvature_max,vl_surface_curvature_min,vl_high_curvature_regions,vh_net_charge,vh_absolute_charge,vh_positive_charge_count,vh_negative_charge_count,vh_charge_ratio,vh_charge_density,vh_positive_charge_clustering,vh_negative_charge_clustering,vh_charge_separation,vl_net_charge,vl_absolute_charge,vl_positive_charge_count,vl_negative_charge_count,vl_charge_ratio,vl_charge_density,vl_positive_charge_clustering,vl_negative_charge_clustering,vl_charge_separation,full_hydrophobic_patches_count,full_hydrophobic_patches_density,full_beta_strand_prone_count,full_beta_strand_prone_density,full_aromatic_stacking_count,full_aromatic_stacking_density,full_charge_clusters_count,full_charge_clusters_density,vh_aggregation_risk_score,vh_hydrophobic_risk,vh_surface_risk,vh_electrostatic_risk,vh_motif_risk,vh_patch_risk,vl_aggregation_risk_score,vl_hydrophobic_risk,vl_surface_risk,vl_electrostatic_risk,vl_motif_risk,vl_patch_risk,combined_hydrophobic_area,combined_net_charge,combined_risk_score,vh_vl_charge_balance,vh_vl_hydrophobic_balance,extraction_success
GDPa1-011,111.9,0.2833333333333333,0.9325,2,0.22147651006711408,104.6,0.27927927927927926,0.9423423423423423,3,0.21582733812949642,0.7441666666666668,0.6972321269770125,2.7,0.0,20,0.695045045045045,0.6775005387104323,2.4,0.0,20,2.0,2.0,11,9,1.1,0.016666666666666666,1.1363636363636362,0.943952802359882,36.42424242424242,-1.5,1.5,7,8,0.7777777777777778,0.013513513513513514,1.3214285714285714,0.9522058823529412,36.107142857142854,0,0.0,0,0.0,2,0.008695652173913044,0,0.0,1.0037451238884816,0.06644295302013423,0.1860416666666667,0.4,0.15126050420168066,0.2,0.9898730990637467,0.06474820143884892,0.17376126126126126,0.30000000000000004,0.15136363636363634,0.30000000000000004,216.5,0.5,1.9936182229522283,3.5,0.004054054054054068,True
GDPa1-012,124.4,0.3162393162393162,1.0632478632478632,2,0.24161073825503354,111.0,0.3148148148148148,1.0277777777777777,3,0.2391304347826087,0.6884615384615386,0.6488446212598236,2.5,0.0,16,0.6740740740740743,0.6595972916148338,2.4,0.0,16,0.5,0.5,12,11,1.0,0.004273504273504274,0.9930555555555556,0.9330143540669856,41.15151515151515,0.0,0.0,9,9,0.9,0.0,0.9795918367346939,0.8495575221238938,37.839506172839506,0,0.0,1,0.004484304932735426,3,0.013392857142857142,0,0.0,0.6958917095401707,0.07248322147651005,0.17211538461538464,0.1,0.15129310344827585,0.2,0.9944764816106808,0.07173913043478261,0.16851851851851857,0.0,0.4542188326573796,0.30000000000000004,235.4,0.5,1.6903681911508515,0.5,0.001424501424501401,True
GDPa1-013,130.1,0.3474576271186441,1.102542372881356,3,0.2597402597402597,99.1,0.2702702702702703,0.8927927927927928,3,0.21167883211678834,0.6940677966101695,0.6461479566200744,2.7,0.0,18,0.6391891891891891,0.6363042718461136,2.4,0.0,16,1.0,1.0,9,8,1.0,0.00847457627118644,1.2196382428940569,0.9833333333333333,34.25,-0.5,0.5,11,11,0.9166666666666666,0.0045045045045045045,0.9796999117387467,0.8551617873651772,39.603305785123965,0,0.0,0,0.0,5,0.021929824561403508,0,0.0,1.3565672322028255,0.0779220779220779,0.17351694915254237,0.2,0.6051282051282051,0.30000000000000004,0.7746645832959702,0.0635036496350365,0.15979729729729727,0.1,0.15136363636363634,0.30000000000000004,229.2,0.5,2.1312318154987957,1.5,0.0771873568483738,True
GDPa1-014,117.8,0.3135593220338983,0.9983050847457627,3,0.24000000000000005,109.6,0.3177570093457944,1.0242990654205606,3,0.24087591240875914,0.7194915254237289,0.6496424668030442,2.7,0.0,19,0.6144859813084113,0.63488939892622,2.4,0.0,14,1.0,1.0,11,9,1.1,0.00847457627118644,1.1788211788211789,0.928220255653884,37.484848484848484,1.5,1.5,9,7,1.125,0.014018691588785047,0.9805269186712486,0.8337662337662338,40.523809523809526,0,0.0,0,0.0,3,0.013392857142857142,0,0.0,1.0544369839200347,0.07200000000000001,0.1798728813559322,0.2,0.30256410256410254,0.30000000000000004,0.9772993633893533,0.07226277372262774,0.1536214953271028,0.30000000000000004,0.15141509433962266,0.30000000000000004,227.39999999999998,2.5,2.031736347309388,0.5,0.00419768731189607,True
GDPa1-015,140.8,0.35,1.1733333333333333,3,0.2611464968152866,93.9,0.2545454545454545,0.8536363636363636,3,0.20149253731343283,0.6575000000000001,0.6285780911443435,2.5,0.0,17,0.6268181818181818,0.6711820398211742,2.4,0.0,17,2.0,2.0,10,8,1.1111111111111112,0.016666666666666666,1.2,0.9210526315789475,36.4,1.5,1.5,8,6,1.1428571428571428,0.013636363636363636,1.3368055555555554,1.4322916666666665,28.25,0,0.0,0,0.0,3,0.013100436681222707,0,0.0,1.2452399574479474,0.07834394904458598,0.16437500000000002,0.4,0.3025210084033613,0.30000000000000004,0.9685284534375662,0.06044776119402985,0.15670454545454546,0.30000000000000004,0.1513761467889908,0.30000000000000004,234.70000000000002,3.5,2.2137684108855136,0.5,0.09545454545454546,True
GDPa1-016,112.8,0.2857142857142857,0.9478991596638655,3,0.222972972972973,119.3,0.29464285714285715,1.0651785714285713,3,0.22695035460992907,0.6483193277310925,0.6322871905290436,2.5,0.0,18,0.7200892857142858,0.6885368746424166,2.4,0.0,19,2.5,2.5,12,9,1.2,0.02100840336134454,1.1729390681003586,0.9278752436647173,35.675925925925924,0.5,0.5,12,11,1.0,0.004464285714285714,1.0370370370370372,0.8556149732620321,36.621212121212125,0,0.0,0,0.0,3,0.013043478260869565,0,0.0,1.331514096706021,0.0668918918918919,0.16207983193277312,0.5,0.30254237288135594,0.30000000000000004,0.7994587791629015,0.06808510638297872,0.18002232142857144,0.1,0.15135135135135133,0.30000000000000004,232.1,3.0,2.1309728758689226,2.0,0.008928571428571452,True
GDPa1-017,103.4,0.2905982905982906,0.8837606837606838,3,0.226027397260274,79.1,0.25961538461538464,0.760576923076923,3,0.20472440944881887,0.6094017094017093,0.6195853184466888,2.5,0.0,14,0.5745192307692307,0.639297811616675,2.4,0.0,14,3.0,3.0,12,8,1.3333333333333333,0.02564102564102564,1.1171875,1.5511363636363635,37.875,4.5,4.5,11,6,1.5714285714285714,0.04326923076923077,0.984848484848485,0.9629629629629629,33.56060606060606,0,0.0,0,0.0,5,0.022727272727272728,0,0.0,1.725331060321613,0.06780821917808219,0.15235042735042734,0.6000000000000001,0.6051724137931034,0.30000000000000004,1.556503441206565,0.061417322834645655,0.14362980769230768,0.9,0.15145631067961166,0.30000000000000004,182.5,7.5,3.281834501528178,1.5,0.030982905982905984,True
GDPa1-018,101.4,0.25833333333333336,0.8450000000000001,2,0.2054794520547945,107.39999999999999,0.2897196261682243,1.0037383177570092,2,0.22388059701492538,0.6304166666666667,0.6230735588373353,2.3,0.0,16,0.6271028037383178,0.6124212851892777,2.3,0.0,14,2.5,2.5,14,10,1.2727272727272727,0.020833333333333332,1.0714285714285714,0.9310344827586207,36.82857142857143,-2.0,2.0,9,11,0.75,0.018691588785046728,0.9805269186712486,0.8532695374800637,35.43434343434343,0,0.0,0,0.0,5,0.022123893805309734,0,0.0,1.5242900190898276,0.06164383561643835,0.15760416666666668,0.5,0.6050420168067226,0.2,0.9753549743786798,0.06716417910447761,0.15677570093457946,0.4,0.15141509433962266,0.2,208.8,0.5,2.4996449934685074,4.5,0.031386292834890916,True
GDPa1-019,110.5,0.2892561983471074,0.9132231404958677,2,0.22516556291390727,99.1,0.27102803738317754,0.9261682242990653,3,0.21212121212121213,0.6173553719008263,0.6100301694138656,2.5,0.0,15,0.6154205607476637,0.6487014784747962,2.6,0.0,14,3.0,3.0,14,10,1.2727272727272727,0.024793388429752067,1.1349206349206349,1.0083333333333333,39.871428571428574,2.5,2.5,10,7,1.25,0.02336448598130841,0.9826530612244897,0.8337662337662338,39.92857142857143,0,0.0,0,0.0,4,0.01762114537444934,0,0.0,1.3243885118493788,0.06754966887417217,0.15433884297520659,0.6000000000000001,0.3025,0.2,1.320321692502525,0.06363636363636363,0.15385514018691593,0.5,0.3028301886792453,0.30000000000000004,209.6,5.5,2.6447102043519037,0.5,0.018228160963929874,True
GDPa1-020,129.8,0.34146341463414637,1.0552845528455286,4,0.25625000000000003,98.7,0.2777777777777778,0.9138888888888889,4,0.21804511278195488,0.6699186991869919,0.6584886562905609,2.5,0.0,18,0.6449074074074075,0.6607003794660722,2.3,0.0,17,4.0,4.0,13,8,1.4444444444444444,0.032520325203252036,0.9872909698996655,1.0982142857142858,39.16346153846154,-2.5,2.5,8,10,0.7272727272727273,0.023148148148148147,1.125,0.8836363636363638,37.15,1,0.004366812227074236,0,0.0,3,0.013043478260869565,0,0.0,1.7468238524149569,0.07687500000000001,0.16747967479674797,0.8,0.30246917761820885,0.4,1.429444124004195,0.06541353383458647,0.16122685185185187,0.5,0.302803738317757,0.4,228.5,1.5,3.176267976419152,6.5,0.06368563685636858,True
GDPa1-021,110.5,0.2982456140350877,0.9692982456140351,2,0.23076923076923073,95.9,0.27102803738317754,0.8962616822429907,3,0.21212121212121213,0.6206140350877194,0.6293553999546989,2.5,0.0,14,0.6182242990654208,0.6584246464938034,2.4,0.0,15,1.5,1.5,11,9,1.1,0.013157894736842105,1.0795454545454546,1.034013605442177,36.42424242424242,2.5,2.5,10,7,1.25,0.02336448598130841,0.9826530612244897,0.8337662337662338,39.31428571428572,0,0.0,0,0.0,2,0.00909090909090909,0,0.0,0.8757117116310176,0.06923076923076922,0.15515350877192985,0.30000000000000004,0.15132743362831858,0.2,1.1696075327423414,0.06363636363636363,0.1545560747663552,0.5,0.15141509433962266,0.30000000000000004,206.4,4.0,2.045319244373359,1.0,0.027217576651910158,True
GDPa1-022,122.2,0.2892561983471074,1.0099173553719007,2,0.22516556291390727,102.2,0.27102803738317754,0.9551401869158879,3,0.21212121212121213,0.6623966942148761,0.6529108690811315,2.5,0.0,17,0.6397196261682243,0.6648286378099222,2.4,0.0,16,4.5,4.5,15,10,1.3636363636363635,0.0371900826446281,1.0858974358974358,0.9307692307692308,39.02,0.5,0.5,9,8,1.0,0.004672897196261682,0.9805269186712486,0.8434684684684685,38.263888888888886,0,0.0,0,0.0,2,0.00881057268722467,0,0.0,1.4843988424278913,0.06754966887417217,0.16559917355371903,0.9,0.15125,0.2,0.7749813645180424,0.06363636363636363,0.15992990654205608,0.1,0.15141509433962266,0.30000000000000004,224.4,5.0,2.259380206945934,4.0,0.018228160963929874,True
GDPa1-023,115.5,0.3008130081300813,0.9390243902439024,3,0.23225806451612904,103.1,0.2803738317757009,0.9635514018691588,3,0.21804511278195488,0.6617886178861789,0.6451533283694814,2.6,0.0,18,0.6135514018691588,0.6429549952076901,2.5,0.0,14,1.0,1.0,11,9,1.1,0.008130081300813009,1.1410018552875694,0.9265536723163842,36.474747474747474,0.5,0.5,8,7,1.0,0.004672897196261682,0.9752604166666667,0.8337662337662338,39.607142857142854,0,0.0,1,0.0043859649122807015,5,0.021834061135371178,0,0.0,1.1888130984165475,0.0696774193548387,0.16544715447154473,0.2,0.45368852459016396,0.30000000000000004,1.073060144409693,0.06541353383458647,0.1533878504672897,0.1,0.45425876010781674,0.30000000000000004,218.6,1.5,2.2618732428262405,0.5,0.020439176354380417,True
GDPa1-024,111.5,0.29411764705882354,0.9369747899159664,2,0.22818791946308722,102.3,0.28703703703703703,0.9472222222222222,3,0.2222222222222222,0.6857142857142857,0.654818688650532,2.7,0.0,16,0.6944444444444444,0.6692772958687842,2.4,0.0,17,4.0,4.0,12,8,1.3333333333333333,0.03361344537815126,1.1018518518518519,0.9214601769911505,40.708333333333336,1.0,1.0,9,8,1.0,0.009259259259259259,0.9795918367346939,0.84375,37.65277777777778,0,0.0,1,0.0044444444444444444,3,0.01327433628318584,1,0.0044444444444444444,1.6937093714309046,0.06845637583892616,0.17142857142857143,0.8,0.4538244241634072,0.2,1.043094741276279,0.06666666666666667,0.1736111111111111,0.2,0.3028169634985012,0.30000000000000004,213.8,5.0,2.7368041127071834,3.0,0.007080610021786504,True
GDPa1-025,112.2,0.30434782608695654,0.9756521739130435,2,0.23448275862068965,98.1,0.2702702702702703,0.8837837837837837,3,0.21167883211678834,0.6252173913043478,0.6256604827680445,2.5,0.0,15,0.7202702702702702,0.6939045543571426,2.4,0.0,22,4.0,4.0,11,7,1.375,0.034782608695652174,1.0890151515151516,0.9956709956709956,37.58441558441559,2.5,2.5,8,5,1.3333333333333333,0.02252252252252252,1.3304794520547945,1.4095238095238094,30.575,0,0.0,0,0.0,4,0.017777777777777778,0,0.0,1.5292807543596623,0.07034482758620689,0.15630434782608696,0.8,0.3026315789473684,0.2,1.3462984899298769,0.0635036496350365,0.18006756756756756,0.5,0.3027272727272727,0.30000000000000004,210.3,6.5,2.875579244289539,1.5,0.034077555816686256,True
GDPa1-026,127.3,0.32,1.0184,3,0.24375000000000002,109.7,0.29906542056074764,1.0252336448598132,3,0.22794117647058826,0.646,0.628572987011055,2.5,0.0,17,0.6546728971962616,0.6342459173364551,2.4,0.0,14,1.5,1.5,12,10,1.0909090909090908,0.012,1.0809748427672956,1.0044642857142856,35.75,0.5,0.5,11,10,1.0,0.004672897196261682,0.9825528007346188,0.9927835051546391,34.75454545454546,0,0.0,0,0.0,5,0.021645021645021644,0,0.0,1.4394637096774197,0.07312500000000001,0.1615,0.30000000000000004,0.6048387096774194,0.30000000000000004,0.7834656715798646,0.06838235294117648,0.1636682242990654,0.1,0.15141509433962266,0.30000000000000004,237.0,2.0,2.222929381257284,1.0,0.020934579439252365,True
GDPa1-027,120.9,0.2727272727272727,0.9991735537190083,2,0.21476510067114093,107.6,0.3113207547169811,1.0150943396226415,3,0.23529411764705882,0.7177685950413223,0.7338582379410167,2.8,0.0,22,0.6528301886792455,0.6482498276811524,2.4,0.0,15,4.5,4.5,11,6,1.5714285714285714,0.0371900826446281,1.1,0.933641975308642,38.09090909090909,1.0,1.0,8,7,1.0,0.009433962264150943,0.9763157894736842,0.9769585253456221,35.375,0,0.0,0,0.0,5,0.022123893805309734,0,0.0,1.948871678961673,0.06442953020134227,0.17944214876033057,0.9,0.605,0.2,0.8852243538925004,0.07058823529411765,0.16320754716981137,0.2,0.1514285714285714,0.30000000000000004,228.5,5.5,2.8340960328541733,3.5,0.03859348198970841,True
GDPa1-028,107.7,0.288135593220339,0.9127118644067796,2,0.22448979591836732,97.4,0.2803738317757009,0.9102803738317757,3,0.21804511278195488,0.6495762711864407,0.6599465747095303,2.5,0.0,15,0.6453271028037384,0.6365257888881201,2.4,0.0,15,-3.5,3.5,12,15,0.75,0.029661016949152543,1.0501618122977348,1.0012121212121212,37.1,1.5,1.5,10,8,1.1111111111111112,0.014018691588785047,0.9826530612244897,0.8434684684684685,40.15,0,0.0,0,0.0,3,0.013392857142857142,0,0.0,1.4323051091362229,0.06734693877551019,0.16239406779661017,0.7000000000000001,0.30256410256410254,0.2,0.9781604038751438,0.06541353383458647,0.1613317757009346,0.30000000000000004,0.15141509433962266,0.30000000000000004,205.10000000000002,-2.0,2.4104655130113666,5.0,0.007761761444638082,True
GDPa1-029,107.1,0.288135593220339,0.9076271186440678,2,0.22448979591836732,101.4,0.2897196261682243,0.9476635514018692,3,0.22388059701492538,0.586864406779661,0.6293805121483392,2.5,0.0,14,0.6280373831775703,0.6415219043358419,2.4,0.0,14,3.5,3.5,14,10,1.2727272727272727,0.029661016949152543,1.084865629420085,1.0114285714285716,36.07142857142857,5.0,5.0,11,6,1.5714285714285714,0.04672897196261682,0.9825528007346188,0.8180428134556574,40.63636363636363,0,0.0,0,0.0,3,0.013392857142857142,0,0.0,1.416627143034528,0.06734693877551019,0.14671610169491525,0.7000000000000001,0.30256410256410254,0.2,1.6755886192384928,0.06716417910447761,0.15700934579439257,1.0,0.15141509433962266,0.30000000000000004,208.5,8.5,3.092215762273021,1.5,0.0015840329478852833,True
GDPa1-030,124.4,0.31451612903225806,1.0032258064516129,4,0.24050632911392406,100.7,0.2702702702702703,0.9072072072072073,3,0.21167883211678834,0.6520161290322581,0.6192281613984353,2.5,0.0,16,0.7220720720720721,0.7206630044457586,2.5,0.0,23,0.5,0.5,12,11,1.0,0.004032258064516129,1.1964912280701754,0.9717868338557994,35.18181818181818,-0.5,0.5,7,7,0.875,0.0045045045045045045,0.9910714285714286,1.4415584415584417,32.63265306122449,0,0.0,0,0.0,3,0.01282051282051282,0,0.0,1.0375949553824855,0.07215189873417721,0.16300403225806454,0.1,0.3024390243902439,0.4,0.7953853040166909,0.0635036496350365,0.18051801801801803,0.1,0.15136363636363634,0.30000000000000004,225.10000000000002,0.0,1.8329802593991764,1.0,0.04424585876198778,True
GDPa1-031,110.4,0.2905982905982906,0.9435897435897437,3,0.222972972972973,108.9,0.3063063063063063,0.9810810810810812,3,0.23404255319148934,0.647008547008547,0.6606876305986771,2.7,0.0,16,0.6671171171171172,0.6528004639574333,2.4,0.0,17,2.0,2.0,9,7,1.125,0.017094017094017096,1.6774193548387097,1.1661129568106312,30.857142857142858,-5.5,5.5,8,13,0.5714285714285714,0.04954954954954955,0.97125,0.8538461538461538,38.125,0,0.0,2,0.008849557522123894,4,0.01762114537444934,1,0.004424778761061947,1.3825233389888563,0.0668918918918919,0.16175213675213676,0.4,0.4538793103448276,0.30000000000000004,2.242484121967335,0.0702127659574468,0.1667792792792793,1.1,0.6054920767306088,0.30000000000000004,219.3,-3.5,3.6250074609561915,7.5,0.015708015708015666,True
GDPa1-032,112.1,0.30434782608695654,0.9747826086956521,4,0.23448275862068965,104.8,0.27927927927927926,0.9441441441441442,4,0.2173913043478261,0.6360869565217391,0.63009826100817,2.5,0.0,15,0.6608108108108107,0.7095362463808115,2.5,0.0,19,5.5,5.5,15,8,1.6666666666666667,0.04782608695652174,1.0733333333333333,0.9675480769230769,32.175,2.5,2.5,10,7,1.25,0.02252252252252252,1.009090909090909,2.0683229813664594,30.885714285714286,0,0.0,0,0.0,4,0.017777777777777778,0,0.0,2.03199814566401,0.07034482758620689,0.15902173913043477,1.1,0.3026315789473684,0.4,1.4331473667343233,0.06521739130434782,0.16520270270270268,0.5,0.3027272727272727,0.4,216.89999999999998,8.0,3.4651455123983332,3.0,0.025068546807677283,True
