antibody_id,vh_length,vl_length,chain_length_ratio,vh_aa_A,vh_aa_C,vh_aa_D,vh_aa_E,vh_aa_F,vh_aa_G,vh_aa_H,vh_aa_I,vh_aa_K,vh_aa_L,vh_aa_M,vh_aa_N,vh_aa_P,vh_aa_Q,vh_aa_R,vh_aa_S,vh_aa_T,vh_aa_V,vh_aa_W,vh_aa_Y,vl_aa_A,vl_aa_C,vl_aa_D,vl_aa_E,vl_aa_F,vl_aa_G,vl_aa_H,vl_aa_I,vl_aa_K,vl_aa_L,vl_aa_M,vl_aa_N,vl_aa_P,vl_aa_Q,vl_aa_R,vl_aa_S,vl_aa_T,vl_aa_V,vl_aa_W,vl_aa_Y
GDPa1-015,120,110,1.0909090909090908,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.11666666666666667,0.0,0.041666666666666664,0.03333333333333333,0.09166666666666666,0.025,0.025,0.025,0.041666666666666664,0.05,0.11666666666666667,0.09166666666666666,0.08333333333333333,0.025,0.058333333333333334,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.10909090909090909,0.00909090909090909,0.03636363636363636,0.03636363636363636,0.045454545454545456,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.05454545454545454,0.02727272727272727,0.2,0.1,0.07272727272727272,0.00909090909090909,0.06363636363636363
GDPa1-019,121,107,1.1308411214953271,0.0743801652892562,0.01652892561983471,0.049586776859504134,0.03305785123966942,0.01652892561983471,0.10743801652892562,0.01652892561983471,0.01652892561983471,0.05785123966942149,0.049586776859504134,0.024793388429752067,0.024793388429752067,0.01652892561983471,0.05785123966942149,0.04132231404958678,0.11570247933884298,0.08264462809917356,0.09090909090909091,0.03305785123966942,0.0743801652892562,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.08411214953271028,0.009345794392523364,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.09345794392523364,0.028037383177570093,0.018691588785046728,0.06542056074766354
GDPa1-020,123,108,1.1388888888888888,0.08943089430894309,0.016260162601626018,0.024390243902439025,0.04065040650406504,0.032520325203252036,0.10569105691056911,0.016260162601626018,0.032520325203252036,0.032520325203252036,0.06504065040650407,0.032520325203252036,0.04065040650406504,0.04065040650406504,0.06504065040650407,0.056910569105691054,0.12195121951219512,0.06504065040650407,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.1111111111111111,0.009259259259259259,0.027777777777777776,0.018518518518518517,0.06481481481481481,0.0,0.037037037037037035,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.018518518518518517,0.05555555555555555
GDPa1-021,114,107,1.0654205607476634,0.07894736842105263,0.017543859649122806,0.043859649122807015,0.03508771929824561,0.02631578947368421,0.09649122807017543,0.008771929824561403,0.03508771929824561,0.05263157894736842,0.043859649122807015,0.008771929824561403,0.03508771929824561,0.02631578947368421,0.06140350877192982,0.03508771929824561,0.12280701754385964,0.08771929824561403,0.08771929824561403,0.02631578947368421,0.07017543859649122,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.11214953271028037,0.04672897196261682,0.009345794392523364,0.06542056074766354
GDPa1-022,121,107,1.1308411214953271,0.04132231404958678,0.01652892561983471,0.03305785123966942,0.049586776859504134,0.01652892561983471,0.11570247933884298,0.008264462809917356,0.03305785123966942,0.05785123966942149,0.06611570247933884,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.04132231404958678,0.05785123966942149,0.10743801652892562,0.08264462809917356,0.09917355371900827,0.024793388429752067,0.08264462809917356,0.028037383177570093,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.037383177570093455,0.09345794392523364,0.009345794392523364,0.06542056074766354,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.1308411214953271,0.11214953271028037,0.037383177570093455,0.009345794392523364,0.06542056074766354
GDPa1-024,119,108,1.1018518518518519,0.058823529411764705,0.01680672268907563,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.1092436974789916,0.0,0.04201680672268908,0.058823529411764705,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.025210084033613446,0.058823529411764705,0.04201680672268908,0.15126050420168066,0.058823529411764705,0.06722689075630252,0.05042016806722689,0.058823529411764705,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.10185185185185185,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.0,0.05555555555555555,0.07407407407407407,0.05555555555555555,0.1574074074074074,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.05555555555555555
GDPa1-027,121,106,1.1415094339622642,0.024793388429752067,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.11570247933884298,0.008264462809917356,0.04132231404958678,0.049586776859504134,0.09090909090909091,0.0,0.01652892561983471,0.06611570247933884,0.049586776859504134,0.03305785123966942,0.15702479338842976,0.09090909090909091,0.0743801652892562,0.03305785123966942,0.05785123966942149,0.07547169811320754,0.018867924528301886,0.03773584905660377,0.02830188679245283,0.04716981132075472,0.08490566037735849,0.0,0.05660377358490566,0.04716981132075472,0.07547169811320754,0.0,0.018867924528301886,0.05660377358490566,0.08490566037735849,0.02830188679245283,0.16037735849056603,0.08490566037735849,0.03773584905660377,0.009433962264150943,0.04716981132075472
GDPa1-029,118,107,1.102803738317757,0.059322033898305086,0.01694915254237288,0.025423728813559324,0.059322033898305086,0.025423728813559324,0.0847457627118644,0.00847457627118644,0.00847457627118644,0.05084745762711865,0.05084745762711865,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.05084745762711865,0.059322033898305086,0.1271186440677966,0.1016949152542373,0.09322033898305085,0.025423728813559324,0.06779661016949153,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.0,0.06542056074766354,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.0,0.04672897196261682,0.08411214953271028,0.056074766355140186,0.1588785046728972,0.09345794392523364,0.028037383177570093,0.018691588785046728,0.06542056074766354
GDPa1-030,124,111,1.117117117117117,0.07258064516129033,0.016129032258064516,0.056451612903225805,0.03225806451612903,0.03225806451612903,0.10483870967741936,0.008064516129032258,0.024193548387096774,0.024193548387096774,0.056451612903225805,0.024193548387096774,0.03225806451612903,0.024193548387096774,0.04838709677419355,0.06451612903225806,0.12096774193548387,0.056451612903225805,0.08870967741935484,0.04032258064516129,0.07258064516129033,0.06306306306306306,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.018018018018018018,0.14414414414414414,0.009009009009009009,0.02702702702702703,0.018018018018018018,0.07207207207207207,0.0,0.018018018018018018,0.06306306306306306,0.06306306306306306,0.036036036036036036,0.16216216216216217,0.08108108108108109,0.07207207207207207,0.018018018018018018,0.05405405405405406
GDPa1-031,117,111,1.054054054054054,0.06837606837606838,0.017094017094017096,0.02564102564102564,0.03418803418803419,0.042735042735042736,0.10256410256410256,0.0,0.042735042735042736,0.07692307692307693,0.042735042735042736,0.008547008547008548,0.03418803418803419,0.03418803418803419,0.07692307692307693,0.0,0.10256410256410256,0.10256410256410256,0.06837606837606838,0.042735042735042736,0.07692307692307693,0.08108108108108109,0.018018018018018018,0.06306306306306306,0.05405405405405406,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.05405405405405406,0.04504504504504504,0.06306306306306306,0.009009009009009009,0.036036036036036036,0.06306306306306306,0.07207207207207207,0.018018018018018018,0.11711711711711711,0.06306306306306306,0.04504504504504504,0.018018018018018018,0.04504504504504504
GDPa1-033,116,107,1.0841121495327102,0.06896551724137931,0.017241379310344827,0.034482758620689655,0.02586206896551724,0.017241379310344827,0.09482758620689655,0.0,0.017241379310344827,0.04310344827586207,0.0603448275862069,0.02586206896551724,0.017241379310344827,0.017241379310344827,0.07758620689655173,0.0603448275862069,0.11206896551724138,0.11206896551724138,0.08620689655172414,0.034482758620689655,0.07758620689655173,0.08411214953271028,0.018691588785046728,0.037383177570093455,0.037383177570093455,0.04672897196261682,0.08411214953271028,0.0,0.037383177570093455,0.028037383177570093,0.06542056074766354,0.009345794392523364,0.018691588785046728,0.06542056074766354,0.07476635514018691,0.04672897196261682,0.14018691588785046,0.09345794392523364,0.056074766355140186,0.018691588785046728,0.037383177570093455
GDPa1-034,121,109,1.110091743119266,0.06611570247933884,0.01652892561983471,0.04132231404958678,0.049586776859504134,0.01652892561983471,0.11570247933884298,0.0,0.03305785123966942,0.05785123966942149,0.049586776859504134,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.049586776859504134,0.049586776859504134,0.08264462809917356,0.09917355371900827,0.08264462809917356,0.03305785123966942,0.08264462809917356,0.10091743119266056,0.01834862385321101,0.009174311926605505,0.03669724770642202,0.027522935779816515,0.12844036697247707,0.009174311926605505,0.009174311926605505,0.027522935779816515,0.09174311926605505,0.0,0.045871559633027525,0.06422018348623854,0.05504587155963303,0.03669724770642202,0.08256880733944955,0.11926605504587157,0.07339449541284404,0.027522935779816515,0.03669724770642202
GDPa1-036,117,106,1.1037735849056605,0.06837606837606838,0.017094017094017096,0.042735042735042736,0.03418803418803419,0.03418803418803419,0.08547008547008547,0.017094017094017096,0.03418803418803419,0.042735042735042736,0.03418803418803419,0.042735042735042736,0.02564102564102564,0.02564102564102564,0.06837606837606838,0.042735042735042736,0.11965811965811966,0.09401709401709402,0.10256410256410256,0.02564102564102564,0.042735042735042736,0.0660377358490566,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.05660377358490566,0.08490566037735849,0.0,0.05660377358490566,0.04716981132075472,0.07547169811320754,0.0,0.009433962264150943,0.05660377358490566,0.07547169811320754,0.02830188679245283,0.16037735849056603,0.08490566037735849,0.04716981132075472,0.009433962264150943,0.04716981132075472
GDPa1-038,115,107,1.074766355140187,0.06956521739130435,0.017391304347826087,0.034782608695652174,0.043478260869565216,0.02608695652173913,0.09565217391304348,0.0,0.05217391304347826,0.06086956521739131,0.05217391304347826,0.017391304347826087,0.017391304347826087,0.02608695652173913,0.06956521739130435,0.05217391304347826,0.11304347826086956,0.06956521739130435,0.09565217391304348,0.034782608695652174,0.05217391304347826,0.06542056074766354,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.11214953271028037,0.0,0.04672897196261682,0.028037383177570093,0.09345794392523364,0.0,0.0,0.06542056074766354,0.06542056074766354,0.056074766355140186,0.14953271028037382,0.08411214953271028,0.037383177570093455,0.009345794392523364,0.056074766355140186
GDPa1-042,118,107,1.102803738317757,0.07627118644067797,0.01694915254237288,0.0423728813559322,0.0423728813559322,0.025423728813559324,0.1271186440677966,0.0,0.025423728813559324,0.025423728813559324,0.07627118644067797,0.03389830508474576,0.025423728813559324,0.025423728813559324,0.0423728813559322,0.05084745762711865,0.1016949152542373,0.06779661016949153,0.07627118644067797,0.03389830508474576,0.0847457627118644,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.08411214953271028,0.0,0.056074766355140186,0.056074766355140186,0.056074766355140186,0.009345794392523364,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.018691588785046728,0.1308411214953271,0.09345794392523364,0.056074766355140186,0.009345794392523364,0.07476635514018691
GDPa1-045,130,108,1.2037037037037037,0.08461538461538462,0.015384615384615385,0.03076923076923077,0.046153846153846156,0.03076923076923077,0.09230769230769231,0.007692307692307693,0.038461538461538464,0.05384615384615385,0.046153846153846156,0.023076923076923078,0.007692307692307693,0.03076923076923077,0.05384615384615385,0.038461538461538464,0.12307692307692308,0.08461538461538462,0.08461538461538462,0.03076923076923077,0.07692307692307693,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.12037037037037036,0.009259259259259259,0.046296296296296294,0.037037037037037035,0.07407407407407407,0.0,0.018518518518518517,0.046296296296296294,0.07407407407407407,0.046296296296296294,0.12037037037037036,0.08333333333333333,0.05555555555555555,0.009259259259259259,0.05555555555555555
GDPa1-046,120,110,1.0909090909090908,0.08333333333333333,0.016666666666666666,0.058333333333333334,0.041666666666666664,0.025,0.10833333333333334,0.0,0.03333333333333333,0.025,0.09166666666666666,0.008333333333333333,0.041666666666666664,0.016666666666666666,0.041666666666666664,0.05,0.125,0.06666666666666667,0.075,0.03333333333333333,0.058333333333333334,0.07272727272727272,0.01818181818181818,0.045454545454545456,0.01818181818181818,0.03636363636363636,0.09090909090909091,0.0,0.06363636363636363,0.045454545454545456,0.07272727272727272,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.08181818181818182,0.03636363636363636,0.15454545454545454,0.08181818181818182,0.03636363636363636,0.00909090909090909,0.045454545454545456
GDPa1-047,115,112,1.0267857142857142,0.0782608695652174,0.017391304347826087,0.043478260869565216,0.043478260869565216,0.02608695652173913,0.08695652173913043,0.008695652173913044,0.0,0.06956521739130435,0.06086956521739131,0.02608695652173913,0.0,0.02608695652173913,0.06086956521739131,0.02608695652173913,0.11304347826086956,0.12173913043478261,0.08695652173913043,0.02608695652173913,0.0782608695652174,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.08035714285714286,0.026785714285714284,0.03571428571428571,0.044642857142857144,0.08035714285714286,0.008928571428571428,0.03571428571428571,0.08035714285714286,0.0625,0.044642857142857144,0.14285714285714285,0.07142857142857142,0.08928571428571429,0.008928571428571428,0.044642857142857144
GDPa1-048,120,104,1.1538461538461537,0.06666666666666667,0.016666666666666666,0.05,0.03333333333333333,0.016666666666666666,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.058333333333333334,0.041666666666666664,0.025,0.041666666666666664,0.041666666666666664,0.06666666666666667,0.016666666666666666,0.125,0.08333333333333333,0.09166666666666666,0.03333333333333333,0.08333333333333333,0.0673076923076923,0.019230769230769232,0.028846153846153848,0.04807692307692308,0.019230769230769232,0.10576923076923077,0.019230769230769232,0.04807692307692308,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.009615384615384616,0.057692307692307696,0.038461538461538464,0.04807692307692308,0.15384615384615385,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.0673076923076923
GDPa1-052,122,110,1.1090909090909091,0.06557377049180328,0.01639344262295082,0.04918032786885246,0.040983606557377046,0.03278688524590164,0.11475409836065574,0.00819672131147541,0.02459016393442623,0.02459016393442623,0.07377049180327869,0.01639344262295082,0.05737704918032787,0.02459016393442623,0.040983606557377046,0.04918032786885246,0.12295081967213115,0.05737704918032787,0.09016393442622951,0.02459016393442623,0.06557377049180328,0.07272727272727272,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.045454545454545456,0.10909090909090909,0.00909090909090909,0.03636363636363636,0.01818181818181818,0.09090909090909091,0.0,0.045454545454545456,0.06363636363636363,0.06363636363636363,0.02727272727272727,0.09090909090909091,0.12727272727272726,0.07272727272727272,0.00909090909090909,0.02727272727272727
GDPa1-054,116,106,1.0943396226415094,0.06896551724137931,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.02586206896551724,0.10344827586206896,0.008620689655172414,0.02586206896551724,0.0603448275862069,0.04310344827586207,0.017241379310344827,0.02586206896551724,0.02586206896551724,0.0603448275862069,0.034482758620689655,0.11206896551724138,0.09482758620689655,0.08620689655172414,0.02586206896551724,0.07758620689655173,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.018867924528301886,0.04716981132075472,0.04716981132075472,0.0660377358490566,0.018867924528301886,0.009433962264150943,0.05660377358490566,0.0660377358490566,0.02830188679245283,0.16037735849056603,0.12264150943396226,0.04716981132075472,0.009433962264150943,0.05660377358490566
GDPa1-055,117,112,1.0446428571428572,0.03418803418803419,0.017094017094017096,0.042735042735042736,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.0,0.042735042735042736,0.05128205128205128,0.08547008547008547,0.0,0.03418803418803419,0.042735042735042736,0.05128205128205128,0.042735042735042736,0.11965811965811966,0.09401709401709402,0.07692307692307693,0.03418803418803419,0.07692307692307693,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.017857142857142856,0.05357142857142857,0.044642857142857144,0.07142857142857142,0.008928571428571428,0.026785714285714284,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.13392857142857142,0.0625,0.08928571428571429,0.017857142857142856,0.05357142857142857
GDPa1-056,122,107,1.1401869158878504,0.06557377049180328,0.01639344262295082,0.040983606557377046,0.040983606557377046,0.05737704918032787,0.13114754098360656,0.0,0.02459016393442623,0.040983606557377046,0.09016393442622951,0.01639344262295082,0.03278688524590164,0.02459016393442623,0.040983606557377046,0.040983606557377046,0.12295081967213115,0.05737704918032787,0.08196721311475409,0.03278688524590164,0.040983606557377046,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.028037383177570093,0.08411214953271028,0.0,0.018691588785046728,0.07476635514018691,0.07476635514018691,0.056074766355140186,0.14018691588785046,0.08411214953271028,0.037383177570093455,0.018691588785046728,0.04672897196261682
GDPa1-058,116,107,1.0841121495327102,0.04310344827586207,0.017241379310344827,0.02586206896551724,0.017241379310344827,0.034482758620689655,0.09482758620689655,0.0,0.04310344827586207,0.04310344827586207,0.07758620689655173,0.008620689655172414,0.034482758620689655,0.05172413793103448,0.06896551724137931,0.04310344827586207,0.13793103448275862,0.10344827586206896,0.0603448275862069,0.034482758620689655,0.0603448275862069,0.018691588785046728,0.018691588785046728,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.11214953271028037,0.018691588785046728,0.06542056074766354,0.04672897196261682,0.056074766355140186,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.07476635514018691,0.018691588785046728,0.14018691588785046,0.09345794392523364,0.04672897196261682,0.018691588785046728,0.04672897196261682
GDPa1-059,113,113,1.0,0.05309734513274336,0.017699115044247787,0.02654867256637168,0.05309734513274336,0.017699115044247787,0.10619469026548672,0.008849557522123894,0.035398230088495575,0.061946902654867256,0.061946902654867256,0.035398230088495575,0.035398230088495575,0.02654867256637168,0.04424778761061947,0.017699115044247787,0.1592920353982301,0.07079646017699115,0.07079646017699115,0.02654867256637168,0.07079646017699115,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.04424778761061947,0.04424778761061947,0.08849557522123894,0.035398230088495575,0.02654867256637168,0.05309734513274336,0.10619469026548672,0.008849557522123894,0.02654867256637168,0.061946902654867256,0.04424778761061947,0.05309734513274336,0.1415929203539823,0.07964601769911504,0.07079646017699115,0.008849557522123894,0.02654867256637168
