antibody_id,vh_hydrophobic_surface_area,vh_hydrophobic_ratio,vh_hydrophobic_density,vh_max_hydrophobic_patch,vh_hydrophobic_clustering,vl_hydrophobic_surface_area,vl_hydrophobic_ratio,vl_hydrophobic_density,vl_max_hydrophobic_patch,vl_hydrophobic_clustering,vh_surface_curvature_mean,vh_surface_curvature_std,vh_surface_curvature_max,vh_surface_curvature_min,vh_high_curvature_regions,vl_surface_curvature_mean,vl_surface_curvature_std,vl_surface_curvature_max,vl_surface_curvature_min,vl_high_curvature_regions,vh_net_charge,vh_absolute_charge,vh_positive_charge_count,vh_negative_charge_count,vh_charge_ratio,vh_charge_density,vh_positive_charge_clustering,vh_negative_charge_clustering,vh_charge_separation,vl_net_charge,vl_absolute_charge,vl_positive_charge_count,vl_negative_charge_count,vl_charge_ratio,vl_charge_density,vl_positive_charge_clustering,vl_negative_charge_clustering,vl_charge_separation,full_hydrophobic_patches_count,full_hydrophobic_patches_density,full_beta_strand_prone_count,full_beta_strand_prone_density,full_aromatic_stacking_count,full_aromatic_stacking_density,full_charge_clusters_count,full_charge_clusters_density,vh_aggregation_risk_score,vh_hydrophobic_risk,vh_surface_risk,vh_electrostatic_risk,vh_motif_risk,vh_patch_risk,vl_aggregation_risk_score,vl_hydrophobic_risk,vl_surface_risk,vl_electrostatic_risk,vl_motif_risk,vl_patch_risk,combined_hydrophobic_area,combined_net_charge,combined_risk_score,vh_vl_charge_balance,vh_vl_hydrophobic_balance,extraction_success
P907-A14-coped-modulation-43c25,130.6,0.328,1.0448,3,0.24844720496894407,102.4,0.28703703703703703,0.9481481481481482,4,0.2222222222222222,0.6488,0.6225902023000361,2.5,0.0,16,0.7004629629629632,0.7065990327425467,2.5,0.0,21,3.0,3.0,13,10,1.1818181818181819,0.024,0.9696186166774402,0.9297520661157025,41.04615384615385,-0.5,0.5,8,8,0.8888888888888888,0.004629629629629629,1.4104477611940298,1.96875,34.3125,0,0.0,0,0.0,6,0.02586206896551724,0,0.0,1.7415728711681029,0.07453416149068322,0.1622,0.6000000000000001,0.6048387096774194,0.30000000000000004,1.0445861457251646,0.06666666666666667,0.1751157407407408,0.1,0.302803738317757,0.4,233.0,2.5,2.7861590168932677,3.5,0.04096296296296298,True
P907-A14-crazy-bifocal-7c4f1,126.4,0.3333333333333333,1.0803418803418805,3,0.25165562913907286,99.7,0.26605504587155965,0.9146788990825688,3,0.20740740740740743,0.623931623931624,0.5989163394410773,2.5,0.0,13,0.5940366972477066,0.632010218338679,2.4,0.0,15,3.0,3.0,14,10,1.2727272727272727,0.02564102564102564,1.0756718528995757,1.0125,34.142857142857146,-1.5,1.5,9,10,0.8181818181818182,0.013761467889908258,0.9227513227513228,1.0663043478260872,37.44444444444444,0,0.0,0,0.0,3,0.013333333333333334,0,0.0,1.4340658016211798,0.07549668874172186,0.155982905982906,0.6000000000000001,0.3025862068965517,0.30000000000000004,0.9621202854230378,0.06222222222222223,0.14850917431192664,0.30000000000000004,0.15138888888888888,0.30000000000000004,226.10000000000002,1.5,2.3961860870442178,4.5,0.06727828746177367,True
P907-A14-dark-nucleus-4b90e,117.8,0.3217391304347826,1.0243478260869565,3,0.24489795918367344,117.7,0.3090909090909091,1.07,3,0.23571428571428574,0.6786956521739131,0.623491601336873,2.5,0.0,17,0.6736363636363636,0.6618056941878818,2.3,0.0,18,2.5,2.5,11,7,1.375,0.021739130434782608,1.1004784688995215,1.0375939849624058,34.72727272727273,2.0,2.0,12,9,1.2,0.01818181818181818,1.0395189003436425,0.8502415458937197,33.175925925925924,0,0.0,0,0.0,4,0.017857142857142856,0,0.0,1.3457748797459488,0.07346938775510203,0.16967391304347829,0.5,0.3026315789473684,0.30000000000000004,1.2418756702013583,0.07071428571428572,0.1684090909090909,0.4,0.3027522935779816,0.30000000000000004,235.5,4.5,2.5876505499473073,0.5,0.0126482213438735,True
P907-A14-decidable-application-a0de6,132.8,0.32231404958677684,1.097520661157025,4,0.2435897435897436,109.8,0.2920353982300885,0.9716814159292035,3,0.22535211267605634,0.6483471074380166,0.6125388800038953,2.5,0.0,16,0.6694690265486726,0.7027579559249875,2.6,0.0,21,4.5,4.5,14,9,1.4,0.0371900826446281,1.0599730458221024,0.9434697855750488,34.80952380952381,2.5,2.5,9,6,1.2857142857142858,0.022123893805309734,1.0044444444444445,1.4487179487179487,31.25925925925926,0,0.0,0,0.0,3,0.012875536480686695,0,0.0,1.837663699936427,0.07307692307692308,0.16208677685950415,0.9,0.3025,0.4,1.1863121761542708,0.0676056338028169,0.16736725663716814,0.5,0.1513392857142857,0.30000000000000004,242.60000000000002,7.0,3.023975876090698,2.0,0.030278651356688335,True
P907-A14-descriptive-cap-ed267,125.7,0.31896551724137934,1.0836206896551723,3,0.24000000000000005,117.3,0.3090909090909091,1.0663636363636364,4,0.23571428571428574,0.7254310344827586,0.6912786656042695,2.9000000000000004,0.0,17,0.645,0.6774266146098913,2.4,0.0,18,6.5,6.5,14,6,2.0,0.05603448275862069,0.9448621553884712,0.9034267912772586,40.26190476190476,-2.5,2.5,8,10,0.7272727272727273,0.022727272727272728,1.0026041666666667,1.3200000000000003,32.3,1,0.004464285714285714,0,0.0,2,0.008888888888888889,0,0.0,2.0046621064467764,0.07200000000000001,0.18135775862068965,1.3,0.15130434782608695,0.30000000000000004,1.4347293213921657,0.07071428571428572,0.16125,0.5,0.30276503567787977,0.4,243.0,4.0,3.439391427838942,9.0,0.009874608150470254,True
P907-A14-desert-purlin-53451,128.0,0.2803030303030303,0.9696969696969697,3,0.21951219512195122,110.89999999999999,0.3055555555555556,1.0268518518518517,3,0.23357664233576642,0.6162878787878788,0.6323805496297668,2.6,0.0,16,0.651851851851852,0.6617151509638337,2.4,0.0,16,1.5,1.5,12,10,1.0909090909090908,0.011363636363636364,1.141509433962264,1.164705882352941,33.666666666666664,1.0,1.0,7,6,1.0,0.009259259259259259,0.9642857142857143,0.8181818181818182,42.833333333333336,0,0.0,0,0.0,4,0.016736401673640166,0,0.0,1.2733607427373719,0.06585365853658537,0.1540719696969697,0.30000000000000004,0.4534351145038168,0.30000000000000004,0.8844378248225715,0.07007299270072992,0.162962962962963,0.2,0.1514018691588785,0.30000000000000004,238.89999999999998,2.5,2.1577985675599436,0.5,0.025252525252525304,True
P907-A14-dynamic-home-0575d,121.1,0.3185840707964602,1.0716814159292034,3,0.24305555555555558,118.6,0.3211009174311927,1.0880733944954128,4,0.2411347517730497,0.6840707964601771,0.6332339208599649,2.5,0.0,18,0.7155963302752295,0.706967202946204,2.4,0.0,24,1.0,1.0,10,9,1.0,0.008849557522123894,1.3207792207792208,1.0355097365406642,29.055555555555557,0.0,0.0,7,6,1.0,0.0,1.1978021978021978,1.0686274509803921,31.047619047619047,1,0.004545454545454545,0,0.0,4,0.01809954751131222,0,0.0,1.0466129372102824,0.07291666666666667,0.17101769911504427,0.2,0.3026785714285714,0.30000000000000004,1.1054191550373784,0.0723404255319149,0.17889908256880738,0.0,0.45417964693665624,0.4,239.7,1.0,2.152032092247661,1.0,0.002516846634732506,True
P907-A14-ecru-combat-e2619,117.8,0.3130434782608696,1.0243478260869565,3,0.23972602739726032,103.5,0.2897196261682243,0.9672897196261683,3,0.22388059701492538,0.6565217391304348,0.6082234193027096,2.5,0.0,16,0.6476635514018693,0.6699624476005086,2.4,0.0,16,2.0,2.0,11,9,1.1,0.017391304347826087,1.1746680286006128,0.9292929292929294,33.19191919191919,-2.0,2.0,8,10,0.7272727272727273,0.018691588785046728,0.9752604166666667,0.8522123893805309,36.25,0,0.0,0,0.0,3,0.013574660633484163,0,0.0,1.2386798219491553,0.07191780821917809,0.1641304347826087,0.4,0.3026315789473684,0.30000000000000004,1.0804951612945677,0.06716417910447761,0.16191588785046732,0.4,0.15141509433962266,0.30000000000000004,221.3,0.0,2.319174983243723,4.0,0.023323852092645314,True
P907-A14-ecru-deque-ba8c9,133.5,0.2878787878787879,1.0113636363636365,4,0.22424242424242424,103.1,0.2897196261682243,0.9635514018691588,3,0.22388059701492538,0.6534090909090909,0.6811641433754317,2.6,0.0,19,0.6336448598130843,0.6565192732269467,2.4,0.0,15,5.5,5.5,16,10,1.4545454545454546,0.041666666666666664,0.9979838709677421,0.9658536585365853,36.5375,1.0,1.0,8,7,1.0,0.009345794392523364,0.9752604166666667,0.8337662337662338,40.0,0,0.0,0,0.0,4,0.01680672268907563,1,0.004219409282700422,2.184068922489724,0.06727272727272728,0.16335227272727273,1.1,0.45344392248972404,0.4,1.028405582736994,0.06716417910447761,0.15841121495327107,0.2,0.3028301886792453,0.30000000000000004,236.6,6.5,3.212474505226718,4.5,0.001840838289436375,True
P907-A14-faint-click-67ee5,125.9,0.3277310924369748,1.057983193277311,3,0.24836601307189543,99.3,0.2777777777777778,0.9194444444444444,3,0.2164179104477612,0.6268907563025211,0.596586576020332,2.5,0.0,14,0.6046296296296297,0.618149008054791,2.4,0.0,13,-1.0,1.0,10,11,0.8333333333333334,0.008403361344537815,1.1516129032258065,0.9746109746109747,33.20909090909091,1.0,1.0,9,8,1.0,0.009259259259259259,0.9795918367346939,0.84375,38.166666666666664,0,0.0,0,0.0,5,0.022123893805309734,0,0.0,1.336317238759911,0.07450980392156863,0.15672268907563028,0.2,0.6050847457627119,0.30000000000000004,0.8674846497006143,0.06492537313432836,0.15115740740740743,0.2,0.1514018691588785,0.30000000000000004,225.2,0.0,2.203801888460525,2.0,0.049953314659197,True
P907-A14-fast-poset-8ec15,141.8,0.35294117647058826,1.1915966386554622,3,0.26282051282051283,101.3,0.2803738317757009,0.9467289719626168,3,0.21804511278195488,0.6676470588235295,0.6380968366255373,2.5,0.0,17,0.5962616822429908,0.6165816579076919,2.4,0.0,13,1.5,1.5,13,10,1.1818181818181819,0.012605042016806723,0.9003783102143758,0.9736363636363637,35.93076923076923,3.0,3.0,12,7,1.5,0.028037383177570093,0.9808333333333332,0.8337662337662338,38.48809523809524,0,0.0,0,0.0,5,0.022222222222222223,1,0.004464285714285714,1.6021247155967993,0.07884615384615384,0.16691176470588237,0.30000000000000004,0.7563667970447631,0.30000000000000004,1.2658940487349568,0.06541353383458647,0.1490654205607477,0.6000000000000001,0.15141509433962266,0.30000000000000004,243.10000000000002,4.5,2.8680187643317563,1.5,0.07256734469488735,True
P907-A14-fermented-cathedral-185ee,136.9,0.328,1.0952,3,0.24844720496894407,102.8,0.2897196261682243,0.9607476635514018,3,0.2222222222222222,0.6436000000000002,0.6308399480058313,2.6,0.0,16,0.6514018691588787,0.6815820636792144,2.7,0.0,16,-4.5,4.5,13,17,0.7222222222222222,0.036,1.1655011655011656,0.9191176470588235,36.22171945701358,3.0,3.0,10,7,1.25,0.028037383177570093,0.9826530612244897,0.9756838905775077,38.01428571428571,0,0.0,0,0.0,4,0.017316017316017316,0,0.0,1.8890631937487479,0.07453416149068322,0.16090000000000004,0.9,0.4536290322580645,0.30000000000000004,1.2809322282960092,0.06666666666666667,0.16285046728971966,0.6000000000000001,0.15141509433962266,0.30000000000000004,239.7,-1.5,3.169995422044757,7.5,0.03828037383177574,True
P907-A14-finite-pixel-1f5d2,134.7,0.3333333333333333,1.095121951219512,3,0.25157232704402516,110.0,0.2909090909090909,1.0,3,0.22463768115942032,0.6170731707317072,0.5799785974566929,2.5,0.0,13,0.7513636363636362,0.7293352855015901,2.5,0.0,24,4.0,4.0,14,8,1.5555555555555556,0.032520325203252036,0.9285714285714286,1.0551470588235294,38.94642857142857,0.5,0.5,9,8,1.0,0.004545454545454545,0.9977324263038548,1.4365671641791045,28.90277777777778,0,0.0,1,0.004329004329004329,3,0.01293103448275862,0,0.0,1.6321990071895771,0.07547169811320754,0.1542682926829268,0.8,0.3024590163934426,0.30000000000000004,0.9579972491166149,0.06739130434782609,0.18784090909090906,0.1,0.30276503567787977,0.30000000000000004,244.7,4.5,2.590196256306192,3.5,0.04242424242424242,True
P907-A14-frayed-particle-5e881,137.0,0.3125,1.0703125,4,0.23926380368098163,107.7,0.29906542056074764,1.0065420560747664,4,0.2296296296296296,0.6609375,0.6381105379115362,2.6,0.0,16,0.6182242990654206,0.633540434700272,2.4,0.0,15,-3.0,3.0,13,15,0.8125,0.0234375,1.054945054945055,0.9955555555555555,39.805128205128206,-3.5,3.5,8,11,0.6666666666666666,0.03271028037383177,0.9752604166666667,0.8532695374800637,36.72727272727273,0,0.0,1,0.004291845493562232,2,0.008547008547008548,0,0.0,1.3881946184664993,0.07177914110429448,0.165234375,0.6000000000000001,0.15118110236220472,0.4,1.626288629423438,0.06888888888888887,0.15455607476635516,0.7000000000000001,0.30284366576819405,0.4,244.7,-6.5,3.0144832478899373,0.5,0.013434579439252359,True
P907-A14-generous-property-c943a,131.0,0.3114754098360656,1.0737704918032787,3,0.2387096774193548,101.89999999999999,0.28440366972477066,0.9348623853211009,3,0.22058823529411764,0.6385245901639345,0.6132681494793412,2.5,0.0,16,0.7133027522935781,0.6750685388864301,2.4,0.0,19,5.0,5.0,11,5,1.8333333333333333,0.040983606557377046,1.036533559898046,1.2675324675324675,32.54545454545455,0.5,0.5,10,9,1.0,0.0045871559633027525,0.9810000000000001,0.8499025341130604,37.477777777777774,0,0.0,1,0.004366812227074236,3,0.013043478260869565,0,0.0,1.8337233896097653,0.07161290322580643,0.15963114754098362,1.0,0.3024793388429752,0.30000000000000004,0.9472929167093973,0.0661764705882353,0.17832568807339452,0.1,0.3027907580477674,0.30000000000000004,232.89999999999998,5.5,2.7810163063191626,4.5,0.02707174011129493,True
P907-A14-gentle-valid-12932,138.3,0.36065573770491804,1.1336065573770493,4,0.2670807453416149,108.1,0.308411214953271,1.0102803738317756,3,0.23529411764705882,0.6598360655737706,0.6102485164373843,2.5,0.0,16,0.6560747663551402,0.6627861850704739,2.5,0.0,17,-1.0,1.0,8,9,0.8,0.00819672131147541,1.301829268292683,1.0041152263374487,44.888888888888886,1.0,1.0,7,6,1.0,0.009345794392523364,0.9654135338345865,0.8180428134556574,42.19047619047619,0,0.0,0,0.0,3,0.013157894736842105,0,0.0,1.1475625788389023,0.08012422360248447,0.16495901639344265,0.2,0.3024793388429752,0.4,0.8860220212225254,0.07058823529411765,0.16401869158878504,0.2,0.15141509433962266,0.30000000000000004,246.4,0.0,2.0335846000614275,2.0,0.05224452275164704,True
P907-A14-humongous-throw-52925,128.5,0.3046875,1.00390625,3,0.2345679012345679,105.0,0.2882882882882883,0.9459459459459459,4,0.22302158273381292,0.615234375,0.6489040819476785,2.5,0.0,15,0.6909909909909909,0.705263294971568,2.5,0.0,19,4.5,4.5,16,10,1.4545454545454546,0.03515625,0.9917355371900827,1.0017391304347827,37.575,-1.0,1.0,8,9,0.8,0.009009009009009009,1.0012886597938144,2.0136054421768708,31.055555555555557,1,0.004219409282700422,1,0.004219409282700422,3,0.012605042016806723,0,0.0,2.0289221212257322,0.07037037037037036,0.15380859375,0.9,0.6047431571053618,0.30000000000000004,0.9910178589315279,0.06690647482014388,0.17274774774774773,0.2,0.15136363636363634,0.4,233.5,3.5,3.01993998015726,5.5,0.016399211711711714,True
P907-A14-icy-butter-8afa4,125.7,0.31896551724137934,1.0836206896551723,3,0.24324324324324326,105.3,0.30275229357798167,0.9660550458715597,3,0.2302158273381295,0.7198275862068966,0.6633535266416896,2.5,0.0,20,0.6504587155963303,0.6522190566342588,2.4,0.0,19,4.0,4.0,13,9,1.3,0.034482758620689655,1.070769230769231,0.9206349206349207,35.52136752136752,0.0,0.0,9,8,1.0,0.0,1.211111111111111,0.9934895833333334,33.236111111111114,0,0.0,0,0.0,3,0.013392857142857142,0,0.0,1.504234217350784,0.07297297297297298,0.17995689655172414,0.8,0.15130434782608695,0.30000000000000004,0.8344572048782992,0.06906474820143885,0.16261467889908257,0.0,0.30277777777777776,0.30000000000000004,231.0,4.0,2.3386914222290835,4.0,0.01621322366339767,True
P907-A14-immense-cone-377a5,138.7,0.33613445378151263,1.1655462184873948,3,0.2532467532467532,100.8,0.2897196261682243,0.9420560747663551,3,0.22388059701492538,0.6340336134453782,0.6314227223756848,2.6,0.0,15,0.6140186915887851,0.5945152109906211,2.4,0.0,13,2.5,2.5,13,10,1.1818181818181819,0.02100840336134454,1.1685761047463175,0.9736363636363637,32.184615384615384,2.0,2.0,12,8,1.3333333333333333,0.018691588785046728,0.9808333333333332,0.8434684684684685,38.208333333333336,0,0.0,0,0.0,2,0.008888888888888889,0,0.0,1.1857536157760484,0.07597402597402596,0.15850840336134456,0.5,0.15127118644067797,0.30000000000000004,1.0720839463412966,0.06716417910447761,0.15350467289719627,0.4,0.15141509433962266,0.30000000000000004,239.5,4.5,2.257837562117345,0.5,0.046414827613288356,True
P907-A14-inscribed-type-583c0,138.8,0.3046875,1.084375,3,0.2345679012345679,103.6,0.2727272727272727,0.9418181818181818,3,0.21323529411764702,0.674609375,0.7176893286179679,2.9000000000000004,0.0,19,0.6122727272727273,0.6630229107393568,2.4,0.0,17,0.5,0.5,10,9,1.0,0.00390625,1.0766355140186916,0.9561157796451913,42.022222222222226,-0.5,0.5,7,7,0.875,0.004545454545454545,1.327967806841046,1.4505494505494505,26.897959183673468,0,0.0,1,0.00423728813559322,5,0.02109704641350211,0,0.0,1.3949375997596654,0.07037037037037036,0.16865234375,0.1,0.7559148856392951,0.30000000000000004,0.7684149168424668,0.0639705882352941,0.15306818181818183,0.1,0.1513761467889908,0.30000000000000004,242.4,0.0,2.1633525166021323,1.0,0.03196022727272729,True
P907-A14-iron-time-7d5d8,124.2,0.3274336283185841,1.0991150442477877,3,0.2482758620689655,102.9,0.29906542056074764,0.9616822429906543,3,0.2296296296296296,0.6491150442477875,0.6068190054282182,2.5,0.0,16,0.6242990654205607,0.6522199505005212,2.4,0.0,15,0.5,0.5,9,8,1.0,0.004424778761061947,1.1037851037851039,1.0299479166666667,33.625,1.0,1.0,7,6,1.0,0.009345794392523364,1.0304975922953452,0.8180428134556574,41.19047619047619,0,0.0,0,0.0,4,0.0182648401826484,0,0.0,0.939440091111208,0.07448275862068965,0.16227876106194689,0.1,0.3026785714285714,0.30000000000000004,1.0277938439232743,0.06888888888888887,0.15607476635514017,0.2,0.3028301886792453,0.30000000000000004,227.10000000000002,1.5,1.9672339350344823,0.5,0.02836820775783644,True
