antibody_id,isotype,fold,aa_comp_A,aa_comp_C,aa_comp_D,aa_comp_E,aa_comp_F,aa_comp_G,aa_comp_H,aa_comp_I,aa_comp_K,aa_comp_L,aa_comp_M,aa_comp_N,aa_comp_P,aa_comp_Q,aa_comp_R,aa_comp_S,aa_comp_T,aa_comp_V,aa_comp_W,aa_comp_Y,heavy_chain_length,light_chain_length,chain_length_ratio
GDPa1-011,0,4,0.06306306306306306,0.018018018018018018,0.04504504504504504,0.02702702702702703,0.018018018018018018,0.12612612612612611,0.009009009009009009,0.06306306306306306,0.036036036036036036,0.05405405405405406,0.009009009009009009,0.04504504504504504,0.05405405405405406,0.04504504504504504,0.018018018018018018,0.17117117117117117,0.08108108108108109,0.05405405405405406,0.009009009009009009,0.05405405405405406,120,111,1.0810810810810811
GDPa1-012,0,3,0.07407407407407407,0.018518518518518517,0.037037037037037035,0.046296296296296294,0.046296296296296294,0.09259259259259259,0.0,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.0,0.0,0.05555555555555555,0.07407407407407407,0.06481481481481481,0.14814814814814814,0.09259259259259259,0.027777777777777776,0.009259259259259259,0.046296296296296294,117,108,1.0833333333333333
GDPa1-013,0,0,0.04504504504504504,0.018018018018018018,0.05405405405405406,0.04504504504504504,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.06306306306306306,0.06306306306306306,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.15315315315315314,0.08108108108108109,0.04504504504504504,0.018018018018018018,0.04504504504504504,118,111,1.063063063063063
GDPa1-014,0,0,0.07476635514018691,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.04672897196261682,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.09345794392523364,0.056074766355140186,0.009345794392523364,0.06542056074766354,118,107,1.102803738317757
GDPa1-015,0,4,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.10909090909090909,0.00909090909090909,0.03636363636363636,0.03636363636363636,0.045454545454545456,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.05454545454545454,0.02727272727272727,0.2,0.1,0.07272727272727272,0.00909090909090909,0.06363636363636363,120,110,1.0909090909090908
GDPa1-016,0,1,0.017857142857142856,0.017857142857142856,0.0625,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.008928571428571428,0.03571428571428571,0.0625,0.09821428571428571,0.008928571428571428,0.008928571428571428,0.07142857142857142,0.0625,0.03571428571428571,0.13392857142857142,0.07142857142857142,0.08035714285714286,0.017857142857142856,0.03571428571428571,119,112,1.0625
GDPa1-017,0,2,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.08653846153846154,0.009615384615384616,0.04807692307692308,0.057692307692307696,0.028846153846153848,0.038461538461538464,0.0,0.04807692307692308,0.057692307692307696,0.038461538461538464,0.20192307692307693,0.09615384615384616,0.028846153846153848,0.019230769230769232,0.0673076923076923,117,104,1.125
GDPa1-018,0,2,0.037383177570093455,0.018691588785046728,0.06542056074766354,0.037383177570093455,0.028037383177570093,0.08411214953271028,0.0,0.04672897196261682,0.037383177570093455,0.11214953271028037,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.205607476635514,0.06542056074766354,0.037383177570093455,0.009345794392523364,0.04672897196261682,120,107,1.1214953271028036
GDPa1-019,0,1,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.08411214953271028,0.009345794392523364,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.09345794392523364,0.028037383177570093,0.018691588785046728,0.06542056074766354,121,107,1.1308411214953271
GDPa1-020,0,4,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.1111111111111111,0.009259259259259259,0.027777777777777776,0.018518518518518517,0.06481481481481481,0.0,0.037037037037037035,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.018518518518518517,0.05555555555555555,123,108,1.1388888888888888
GDPa1-021,0,1,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.11214953271028037,0.04672897196261682,0.009345794392523364,0.06542056074766354,114,107,1.0654205607476634
GDPa1-022,0,1,0.028037383177570093,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.037383177570093455,0.09345794392523364,0.009345794392523364,0.06542056074766354,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.1308411214953271,0.11214953271028037,0.037383177570093455,0.009345794392523364,0.06542056074766354,121,107,1.1308411214953271
GDPa1-023,0,0,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.018691588785046728,0.16822429906542055,0.102803738317757,0.056074766355140186,0.018691588785046728,0.056074766355140186,123,107,1.1495327102803738
GDPa1-024,0,3,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.10185185185185185,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.0,0.05555555555555555,0.07407407407407407,0.05555555555555555,0.1574074074074074,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.05555555555555555,119,108,1.1018518518518519
GDPa1-025,0,4,0.06306306306306306,0.018018018018018018,0.02702702702702703,0.018018018018018018,0.02702702702702703,0.15315315315315314,0.009009009009009009,0.036036036036036036,0.04504504504504504,0.05405405405405406,0.009009009009009009,0.036036036036036036,0.04504504504504504,0.05405405405405406,0.018018018018018018,0.16216216216216217,0.08108108108108109,0.06306306306306306,0.009009009009009009,0.07207207207207207,115,111,1.0360360360360361
GDPa1-026,0,0,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.037383177570093455,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.056074766355140186,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.07476635514018691,0.04672897196261682,0.1308411214953271,0.09345794392523364,0.056074766355140186,0.028037383177570093,0.037383177570093455,125,107,1.1682242990654206
GDPa1-027,0,2,0.07547169811320754,0.018867924528301886,0.03773584905660377,0.02830188679245283,0.04716981132075472,0.08490566037735849,0.0,0.05660377358490566,0.04716981132075472,0.07547169811320754,0.0,0.018867924528301886,0.05660377358490566,0.08490566037735849,0.02830188679245283,0.16037735849056603,0.08490566037735849,0.03773584905660377,0.009433962264150943,0.04716981132075472,121,106,1.1415094339622642
GDPa1-028,0,0,0.06542056074766354,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.0,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.1308411214953271,0.11214953271028037,0.056074766355140186,0.037383177570093455,0.056074766355140186,118,107,1.102803738317757
GDPa1-029,0,0,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.0,0.06542056074766354,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.0,0.04672897196261682,0.08411214953271028,0.056074766355140186,0.1588785046728972,0.09345794392523364,0.028037383177570093,0.018691588785046728,0.06542056074766354,118,107,1.102803738317757
GDPa1-030,0,4,0.06306306306306306,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.018018018018018018,0.14414414414414414,0.009009009009009009,0.02702702702702703,0.018018018018018018,0.07207207207207207,0.0,0.018018018018018018,0.06306306306306306,0.06306306306306306,0.036036036036036036,0.16216216216216217,0.08108108108108109,0.07207207207207207,0.018018018018018018,0.05405405405405406,124,111,1.117117117117117
GDPa1-031,0,4,0.08108108108108109,0.018018018018018018,0.06306306306306306,0.05405405405405406,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.05405405405405406,0.04504504504504504,0.06306306306306306,0.009009009009009009,0.036036036036036036,0.06306306306306306,0.07207207207207207,0.018018018018018018,0.11711711711711711,0.06306306306306306,0.04504504504504504,0.018018018018018018,0.04504504504504504,117,111,1.054054054054054
GDPa1-032,0,4,0.06306306306306306,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.018018018018018018,0.0990990990990991,0.009009009009009009,0.036036036036036036,0.036036036036036036,0.08108108108108109,0.0,0.02702702702702703,0.07207207207207207,0.07207207207207207,0.04504504504504504,0.13513513513513514,0.09009009009009009,0.06306306306306306,0.009009009009009009,0.06306306306306306,115,111,1.0360360360360361
GDPa1-033,0,2,0.08411214953271028,0.018691588785046728,0.037383177570093455,0.037383177570093455,0.04672897196261682,0.08411214953271028,0.0,0.037383177570093455,0.028037383177570093,0.06542056074766354,0.009345794392523364,0.018691588785046728,0.06542056074766354,0.07476635514018691,0.04672897196261682,0.14018691588785046,0.09345794392523364,0.056074766355140186,0.018691588785046728,0.037383177570093455,116,107,1.0841121495327102
GDPa1-034,0,4,0.10091743119266056,0.01834862385321101,0.009174311926605505,0.03669724770642202,0.027522935779816515,0.12844036697247707,0.009174311926605505,0.009174311926605505,0.027522935779816515,0.09174311926605505,0.0,0.045871559633027525,0.06422018348623854,0.05504587155963303,0.03669724770642202,0.08256880733944955,0.11926605504587157,0.07339449541284404,0.027522935779816515,0.03669724770642202,121,109,1.110091743119266
GDPa1-035,0,4,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.044642857142857144,0.044642857142857144,0.09821428571428571,0.026785714285714284,0.05357142857142857,0.044642857142857144,0.07142857142857142,0.008928571428571428,0.008928571428571428,0.07142857142857142,0.0625,0.03571428571428571,0.14285714285714285,0.0625,0.08928571428571429,0.008928571428571428,0.044642857142857144,118,112,1.0535714285714286
GDPa1-036,0,1,0.0660377358490566,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.05660377358490566,0.08490566037735849,0.0,0.05660377358490566,0.04716981132075472,0.07547169811320754,0.0,0.009433962264150943,0.05660377358490566,0.07547169811320754,0.02830188679245283,0.16037735849056603,0.08490566037735849,0.04716981132075472,0.009433962264150943,0.04716981132075472,117,106,1.1037735849056605
GDPa1-037,0,3,0.07207207207207207,0.018018018018018018,0.05405405405405406,0.06306306306306306,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.036036036036036036,0.0990990990990991,0.009009009009009009,0.036036036036036036,0.05405405405405406,0.04504504504504504,0.02702702702702703,0.13513513513513514,0.07207207207207207,0.036036036036036036,0.009009009009009009,0.05405405405405406,122,111,1.0990990990990992
GDPa1-038,0,3,0.06542056074766354,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.11214953271028037,0.0,0.04672897196261682,0.028037383177570093,0.09345794392523364,0.0,0.0,0.06542056074766354,0.06542056074766354,0.056074766355140186,0.14953271028037382,0.08411214953271028,0.037383177570093455,0.009345794392523364,0.056074766355140186,115,107,1.074766355140187
GDPa1-039,0,1,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.09345794392523364,0.0,0.06542056074766354,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.0,0.056074766355140186,0.07476635514018691,0.018691588785046728,0.1308411214953271,0.1308411214953271,0.04672897196261682,0.028037383177570093,0.04672897196261682,116,107,1.0841121495327102
GDPa1-040,0,3,0.09174311926605505,0.01834862385321101,0.03669724770642202,0.045871559633027525,0.045871559633027525,0.07339449541284404,0.01834862385321101,0.045871559633027525,0.027522935779816515,0.09174311926605505,0.0,0.0,0.05504587155963303,0.07339449541284404,0.045871559633027525,0.13761467889908258,0.08256880733944955,0.045871559633027525,0.009174311926605505,0.05504587155963303,119,109,1.091743119266055
GDPa1-041,0,1,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.009345794392523364,0.06542056074766354,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.018691588785046728,0.07476635514018691,0.009345794392523364,0.037383177570093455,0.06542056074766354,0.06542056074766354,0.037383177570093455,0.14953271028037382,0.11214953271028037,0.037383177570093455,0.009345794392523364,0.037383177570093455,117,107,1.0934579439252337
GDPa1-042,0,0,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.08411214953271028,0.0,0.056074766355140186,0.056074766355140186,0.056074766355140186,0.009345794392523364,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.018691588785046728,0.1308411214953271,0.09345794392523364,0.056074766355140186,0.009345794392523364,0.07476635514018691,118,107,1.102803738317757
GDPa1-043,0,3,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.028037383177570093,0.09345794392523364,0.0,0.018691588785046728,0.06542056074766354,0.07476635514018691,0.06542056074766354,0.12149532710280374,0.08411214953271028,0.037383177570093455,0.018691588785046728,0.056074766355140186,123,107,1.1495327102803738
GDPa1-044,0,1,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.08411214953271028,0.028037383177570093,0.07476635514018691,0.0,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.16822429906542055,0.07476635514018691,0.037383177570093455,0.018691588785046728,0.037383177570093455,119,107,1.1121495327102804
GDPa1-045,0,4,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.12037037037037036,0.009259259259259259,0.046296296296296294,0.037037037037037035,0.07407407407407407,0.0,0.018518518518518517,0.046296296296296294,0.07407407407407407,0.046296296296296294,0.12037037037037036,0.08333333333333333,0.05555555555555555,0.009259259259259259,0.05555555555555555,130,108,1.2037037037037037
GDPa1-046,0,0,0.07272727272727272,0.01818181818181818,0.045454545454545456,0.01818181818181818,0.03636363636363636,0.09090909090909091,0.0,0.06363636363636363,0.045454545454545456,0.07272727272727272,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.08181818181818182,0.03636363636363636,0.15454545454545454,0.08181818181818182,0.03636363636363636,0.00909090909090909,0.045454545454545456,120,110,1.0909090909090908
GDPa1-047,0,4,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.08035714285714286,0.026785714285714284,0.03571428571428571,0.044642857142857144,0.08035714285714286,0.008928571428571428,0.03571428571428571,0.08035714285714286,0.0625,0.044642857142857144,0.14285714285714285,0.07142857142857142,0.08928571428571429,0.008928571428571428,0.044642857142857144,115,112,1.0267857142857142
GDPa1-048,0,2,0.0673076923076923,0.019230769230769232,0.028846153846153848,0.04807692307692308,0.019230769230769232,0.10576923076923077,0.019230769230769232,0.04807692307692308,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.009615384615384616,0.057692307692307696,0.038461538461538464,0.04807692307692308,0.15384615384615385,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.0673076923076923,120,104,1.1538461538461537
GDPa1-049,0,4,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.008928571428571428,0.05357142857142857,0.05357142857142857,0.10714285714285714,0.008928571428571428,0.008928571428571428,0.0625,0.07142857142857142,0.017857142857142856,0.13392857142857142,0.08035714285714286,0.07142857142857142,0.008928571428571428,0.044642857142857144,121,112,1.0803571428571428
GDPa1-050,0,4,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.03571428571428571,0.08928571428571429,0.017857142857142856,0.044642857142857144,0.044642857142857144,0.07142857142857142,0.008928571428571428,0.017857142857142856,0.07142857142857142,0.0625,0.03571428571428571,0.15178571428571427,0.07142857142857142,0.08928571428571429,0.017857142857142856,0.05357142857142857,112,112,1.0
GDPa1-051,0,0,0.05405405405405406,0.018018018018018018,0.06306306306306306,0.036036036036036036,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.05405405405405406,0.06306306306306306,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.07207207207207207,0.018018018018018018,0.15315315315315314,0.08108108108108109,0.04504504504504504,0.009009009009009009,0.05405405405405406,122,111,1.0990990990990992
GDPa1-052,0,4,0.07272727272727272,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.045454545454545456,0.10909090909090909,0.00909090909090909,0.03636363636363636,0.01818181818181818,0.09090909090909091,0.0,0.045454545454545456,0.06363636363636363,0.06363636363636363,0.02727272727272727,0.09090909090909091,0.12727272727272726,0.07272727272727272,0.00909090909090909,0.02727272727272727,122,110,1.1090909090909091
GDPa1-053,0,0,0.026785714285714284,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0625,0.08035714285714286,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.0625,0.008928571428571428,0.026785714285714284,0.05357142857142857,0.07142857142857142,0.03571428571428571,0.16071428571428573,0.11607142857142858,0.0625,0.017857142857142856,0.026785714285714284,114,112,1.0178571428571428
GDPa1-054,0,1,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.018867924528301886,0.04716981132075472,0.04716981132075472,0.0660377358490566,0.018867924528301886,0.009433962264150943,0.05660377358490566,0.0660377358490566,0.02830188679245283,0.16037735849056603,0.12264150943396226,0.04716981132075472,0.009433962264150943,0.05660377358490566,116,106,1.0943396226415094
GDPa1-055,0,3,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.017857142857142856,0.05357142857142857,0.044642857142857144,0.07142857142857142,0.008928571428571428,0.026785714285714284,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.13392857142857142,0.0625,0.08928571428571429,0.017857142857142856,0.05357142857142857,117,112,1.0446428571428572
GDPa1-056,0,2,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.028037383177570093,0.08411214953271028,0.0,0.018691588785046728,0.07476635514018691,0.07476635514018691,0.056074766355140186,0.14018691588785046,0.08411214953271028,0.037383177570093455,0.018691588785046728,0.04672897196261682,122,107,1.1401869158878504
GDPa1-057,0,4,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.046296296296296294,0.1111111111111111,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.0,0.06481481481481481,0.07407407407407407,0.08333333333333333,0.12962962962962962,0.08333333333333333,0.037037037037037035,0.009259259259259259,0.046296296296296294,122,108,1.1296296296296295
GDPa1-058,0,3,0.018691588785046728,0.018691588785046728,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.11214953271028037,0.018691588785046728,0.06542056074766354,0.04672897196261682,0.056074766355140186,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.07476635514018691,0.018691588785046728,0.14018691588785046,0.09345794392523364,0.04672897196261682,0.018691588785046728,0.04672897196261682,116,107,1.0841121495327102
GDPa1-059,0,4,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.04424778761061947,0.04424778761061947,0.08849557522123894,0.035398230088495575,0.02654867256637168,0.05309734513274336,0.10619469026548672,0.008849557522123894,0.02654867256637168,0.061946902654867256,0.04424778761061947,0.05309734513274336,0.1415929203539823,0.07964601769911504,0.07079646017699115,0.008849557522123894,0.02654867256637168,113,113,1.0
GDPa1-060,0,0,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.0,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.14953271028037382,0.11214953271028037,0.056074766355140186,0.018691588785046728,0.06542056074766354,116,107,1.0841121495327102
GDPa1-061,0,1,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.08411214953271028,0.018691588785046728,0.04672897196261682,0.056074766355140186,0.07476635514018691,0.0,0.0,0.056074766355140186,0.07476635514018691,0.018691588785046728,0.12149532710280374,0.11214953271028037,0.04672897196261682,0.028037383177570093,0.06542056074766354,116,107,1.0841121495327102
GDPa1-062,0,0,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.037383177570093455,0.04672897196261682,0.07476635514018691,0.0,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.009345794392523364,0.06542056074766354,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.09345794392523364,0.04672897196261682,0.009345794392523364,0.056074766355140186,121,107,1.1308411214953271
GDPa1-063,0,4,0.03571428571428571,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.0,0.05357142857142857,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.017857142857142856,0.0625,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.0625,0.044642857142857144,0.008928571428571428,0.07142857142857142,125,112,1.1160714285714286
GDPa1-064,0,2,0.06481481481481481,0.018518518518518517,0.037037037037037035,0.046296296296296294,0.037037037037037035,0.09259259259259259,0.0,0.046296296296296294,0.027777777777777776,0.09259259259259259,0.0,0.0,0.06481481481481481,0.07407407407407407,0.06481481481481481,0.1388888888888889,0.08333333333333333,0.037037037037037035,0.018518518518518517,0.05555555555555555,121,108,1.1203703703703705
GDPa1-065,0,0,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.037383177570093455,0.102803738317757,0.0,0.056074766355140186,0.04672897196261682,0.08411214953271028,0.009345794392523364,0.04672897196261682,0.056074766355140186,0.06542056074766354,0.018691588785046728,0.11214953271028037,0.102803738317757,0.04672897196261682,0.009345794392523364,0.04672897196261682,122,107,1.1401869158878504
GDPa1-066,0,0,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.06542056074766354,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.102803738317757,0.037383177570093455,0.009345794392523364,0.056074766355140186,121,107,1.1308411214953271
GDPa1-067,0,2,0.06422018348623854,0.01834862385321101,0.03669724770642202,0.03669724770642202,0.045871559633027525,0.10091743119266056,0.0,0.05504587155963303,0.027522935779816515,0.08256880733944955,0.0,0.0,0.07339449541284404,0.06422018348623854,0.05504587155963303,0.1559633027522936,0.08256880733944955,0.03669724770642202,0.009174311926605505,0.05504587155963303,124,109,1.1376146788990826
GDPa1-068,0,4,0.05504587155963303,0.01834862385321101,0.05504587155963303,0.01834862385321101,0.01834862385321101,0.11926605504587157,0.009174311926605505,0.027522935779816515,0.045871559633027525,0.06422018348623854,0.009174311926605505,0.009174311926605505,0.05504587155963303,0.05504587155963303,0.027522935779816515,0.1651376146788991,0.10091743119266056,0.07339449541284404,0.009174311926605505,0.06422018348623854,120,109,1.1009174311926606
